U,L
"Oh, yes!",respond.agree
LAUGHTER,use.social.convention
Yeah! And that's a proper...,respond.agree
"Just look how proud Poppy and Daisy are, they love it.",give.opinion
It's tough being a teenager's dad.,give.opinion
"I am trying to get better at it, and I went to parents evening",give.opinion
"and...""Stop being embarrassing,""",give.opinion
"""I'm only breathing!""",relax.atmosphere
"So, after that, I'm trying to calibrate my embarrassingness",give.opinion
"and that, I felt, was appropriate.",give.opinion
"And this is your proper... That's not a... No, I bought that.",closed.question
"That's from Pinewood Studios, legit mould,",respond.agree
"massive chafing around the growler, though, it's...",give.opinion
"I mean, honestly, credit to the real stormtroopers,",give.opinion
"cos when you run with that, there's chafing. There's chafing.",give.opinion
"Yeah, yeah, yeah.",respond.agree
"In America, you would have been shot and killed wearing that outfit!",relax.atmosphere
"When you wear that, you do feel powerful.",give.opinion
Really? Yeah.,respond.agree
"Like, what do you feel like you could do?",open.question
"Literally, a minute after that,",give.opinion
I just walked out into the street and just stopped a bus...,give.opinion
"..and then, also, the hilarious thing is,",give.opinion
"the bus driver is a similar age, and he's like, ""I'm stopping.",give.opinion
"""This is not normal.""",give.opinion
"And then I go, and he opened the door...",give.opinion
IMPERSONATES BUS DOOR,give.opinion
Even sounds right!,give.opinion
"""Have you had any problems with the rebellion?"" He went...",relax.atmosphere
Move on.,relax.atmosphere
APPLAUSE AND CHEERING,use.social.convention
"Science-fiction fans, they're a different breed of fan -",give.opinion
"and you know this, Jenna, after Doctor Who.",give.opinion
They always own you.,give.opinion
"I mean, you will always be a part of that world for them.",give.opinion
Do you still go to the conventions and the comic cons and things?,closed.question
"Yeah. Or even, you know,",respond.agree
"just around London, and someone will be",respond.agree
sat next to you and you will hear this faint...,give.opinion
"# Dun-dun-dun, dun-dun-dun... #",give.opinion
LAUGHTER,use.social.convention
It's a whole world I didn't know existed before Doctor Who.,give.opinion
Didn't you have to sign somebody's underwear?,closed.question
"Oh, yeah, er, no. Well, I was asked to.",respond.deny
"Oh, you refused?",closed.question
Er... Yes. They said it's bigger on the inside.,respond.agree
LAUGHTER,use.social.convention
Brrrr-dsssssh!,relax.atmosphere
It is the TARDIS reference. Have you ever seen Doctor Who?,closed.question
"No, I have not. It's bigger on the inside.",respond.deny
"OK, got it.",respond.agree
All right.,use.social.convention
"I was like, well, that's not fun.",relax.atmosphere
LAUGHTER,use.social.convention
"I get it, I get it.",use.social.convention
"Now, talking of science fiction classics,",give.opinion
it is a year of anniversaries.,give.opinion
20 years since the original Men In Black.,give.opinion
"Oh, wow. Really? I know! 20 years. Wow.",respond.agree
APPLAUSE AND CHEERING,use.social.convention
"But in my head, that's a new movie.",give.opinion
"It's like, that's a new one, yeah.",give.opinion
"That is great. Like, when people say lines to you,",give.opinion
it's like... Like people... You shouldn't do that. Like...,give.opinion
"For the fans, we should, like, help.",give.opinion
"Like, don't walk up to people and say the line from the movie",give.opinion
"because it is like, people walk up and go, ""Hey, Will!",give.opinion
"""I'll make this look good!""",give.opinion
"That's not how that line goes, and it's just awkward.",give.opinion
HE FAKES A LAUGH,relax.atmosphere
"Yeah, man, only 73,000 people said that to me in the last...",give.opinion
It's just like... It just creates awkward moments.,give.opinion
We won't do that.,relax.atmosphere
"Cancel that idea, we're not doing that.",relax.atmosphere
"I didn't realise, Steven Spielberg, he produced it.",closed.question
"Yeah, Steven Spielberg produced the Men In Blacks.",respond.agree
"And so, the two of you, you would go to screenings of this film.",closed.question
"Well, that was like a really...",deflection
"That was one of my... I was brand-new, I'm making movies,",respond.agree
"I'm excited. And so they have what is called test screenings,",give.opinion
where they will show the movie to people before it comes out.,give.opinion
"So I'm going in and it's my first test screening for Men In Black,",give.opinion
"I'm excited, and we're in the back.",give.opinion
"And, I'm like, ""Hey, come on, we got to get in and get a seat.""",give.opinion
"Steven said, ""No, no, no, you don't get to go in."" ""What do you...""",give.opinion
"I want to see the movie, I want to sit right in the centre.",give.opinion
"And he's like, ""No, no, it's a test screening, the audience can't know you're here.",give.opinion
"""If they know you are here, it will skew their opinion.",give.opinion
"""They'll clap different, so they can't know you are here.",give.opinion
"""After the movie starts, we'll let it get started,",give.opinion
"""and then we'll go in and sit in the back row.""",give.opinion
I was like...,relax.atmosphere
He wants to sit in the back row of a movie.,relax.atmosphere
Those people back there are pissed right now.,relax.atmosphere
It's like... But he said...,give.opinion
"And we sat and I watched Men In Black with Steven Spielberg,",give.opinion
and he explained the movements of the backs of people's heads.,give.opinion
"He was like, you can learn everything",give.opinion
you need to know from the backs of people's heads watching the movie.,give.opinion
"And we sat, and now I can only sit in the back of the movie theatre.",give.opinion
"It's like, you get... This is the best,",give.opinion
"this is going to be awkward, you can shoot the back.",give.opinion
Do we have to guess the reaction?,closed.question
"There must be some camera that can see the back of your head, yes.",respond.agree
"So, there's this one.",give.opinion
LAUGHTER,use.social.convention
"Right, and there is the dreaded...",give.opinion
LAUGHTER,use.social.convention
And then there's...this one.,give.opinion
LAUGHTER,use.social.convention
"Yeah, you hate that one, you hate this one.",give.opinion
"Now, this is the holy grail. This is the holy grail.",give.opinion
LAUGHTER,use.social.convention
Right? Where you have them riveted. And this is the bottom.,give.opinion
This is the absolute bottom.,give.opinion
LAUGHTER,use.social.convention
APPLAUSE That is the one.,use.social.convention
You don't want that! That's the one where it's all bad.,give.opinion
That's when it's all bad.,give.opinion
"Well, listen, it is time for our musical guest. It is.",give.opinion
He rose to fame as the leader of British pop rock band Keane.,give.opinion
"Now, he brings us a solo Christmas album.",give.opinion
"Here performing the single Midnight Mass, please welcome Tom Chaplin.",use.social.convention
WHOOPING AND CHEERING,use.social.convention
"# Down every road, we come",x
"# Through driving snow, we come",x
# All running on empty,x
# But still dying to make it home,x
# In spite of everything,x
"# To simple truths, we cling",x
# To follow the guiding star of love in our hearts and homes,x
"# So come on, all ye faithful friends",x
# Glory to the bitter end,x
# We're coming up to midnight,x
# Sing ah-ah-ah-ah-ah,x
# Hallelujah,x
"# Yeah, come on, all ye faithful, believe",x
# Let's sing it out for Christmas Eve,x
# Cos it's coming up to midnight,x
# Sing ah-ah-ah-ah-ah,x
# Hallelujah,x
# Hallelujah,x
"# Step in, shake off the snow",x
# Safe in the fire glow,x
# Raise up our voices,x
# Send them echoing on and on,x
"# Yeah, come on, all ye faithful friends",x
# Glory to the bitter end,x
# We're coming up to midnight,x
# Sing ah-ah-ah-ah-ah,x
# Hallelujah,x
"# Yeah, come on, all ye faithful, believe",x
# Let's sing it out for Christmas Eve,x
# Cos it's coming up to midnight,x
# Sing ah-ah-ah-ah-ah-ah-ah,x
# Ah-ah-ah-ah-ah-ah-ah,x
# Ah-ah-ah-ah-ah-ah-ah,x
# Ah-ah-ah-ah-ah-ah-ah,x
# Ah-ah-ah-ah-ah-ah-ah,x
# Ah-ah-ah-ah-ah-ah-ah,x
# Ah-ah-ah-ah-ah-ah-ah Hallelujah,x
# Hallelujah,x
"# Down every road, we come",x
# Through driving snow. #,x
WHOOPING AND CHEERING,use.social.convention
Beautiful!,use.social.convention
"Tom Chaplin, thank you so much. And his choir.",use.social.convention
"Come on over, Tom.",use.social.convention
Beautiful. So Christmassy.,use.social.convention
Thank you so much. Lovely to see you. Merry Christmas.,use.social.convention
Come and say hello to everybody.,use.social.convention
"Jamie, Jenna, Will.",use.social.convention
All shove up a bit.,use.social.convention
Nice to meet you. There we go.,use.social.convention
Very good.,use.social.convention
That is gorgeous.,use.social.convention
"Midnight Mass, and that is off the Christmas album.",give.opinion
"Oh, yes. The Twelve Tales Of Christmas. Mmm.",respond.agree
"Now, this is unusual, because it's your second solo album,",closed.question
and you've gone straight to Christmas.,closed.question
You know...? Yeah. Yeah.,give.opinion
"So, you obviously love Christmas? I do love Christmas.",closed.question
"I found it very inspiring to write about, actually.",respond.agree
"I mean, it's not your conventional Christmas album.",give.opinion
I ended up writing a lot about death.,give.opinion
"I can imagine, yeah. Nice and positive! Yeah!",relax.atmosphere
"People like to hold on till Christmas, don't they?",relax.atmosphere
"But I think Christmas, it's a time of reflection,",respond.agree
so it brings up all sorts of feelings for us.,give.opinion
"Obviously, people we might have lost along the way,",give.opinion
but also joy and despair and drunkenness and anger,give.opinion
"and crying on the stairs. Yeah, yeah, I get that.",respond.agree
Crappy presents we didn't want.,relax.atmosphere
"Now, talking of Christmas - Tom Chaplin, what was the thing...?",open.question
"So, one year, you've got a turkey that was too...?",open.question
How can a turkey be too big?,open.question
"Well, we only had a few of us round,",respond.agree
"and we left it to the last minute, so ended up being the idiots",give.opinion
going into the supermarket on Christmas Eve.,give.opinion
"And there was one turkey left that was for, like, 18-20 people.",give.opinion
So we cooked it up and there was loads left.,give.opinion
"And my wife, bear in mind, was a vegetarian.",give.opinion
"Strict vegetarian, all the time.",give.opinion
So she claimed she didn't want to eat it.,give.opinion
"So we cooked it, it didn't get finished,",give.opinion
"it got put in the fridge, out in the shed.",give.opinion
"And I went back there a few days later,",give.opinion
"and most of it was gone, and I was thinking, ""Where's it gone?""",give.opinion
And then I discovered my wife...,give.opinion
Loves a turkey sandwich?,give.opinion
..had suddenly become a meat eater.,give.opinion
"Claiming that she, you know,",give.opinion
she didn't want to murder this animal in vain.,give.opinion
"But it was just greed, really.",relax.atmosphere
Has she stuck with the meat?,closed.question
"It's kind of like going black, you never go back.",relax.atmosphere
APPLAUSE,use.social.convention
"Thank you, Tom, for putting us in such a Christmassy mood.",use.social.convention
"It was really, really lovely, and good luck with the album. Thank you.",use.social.convention
"Tom Chaplin, everybody.",use.social.convention
APPLAUSE,use.social.convention
"OK, that's nearly it.",use.social.convention
"Before we go, just time for a visit to the big red chair. Hello!",use.social.convention
"Hi there, gang.",use.social.convention
Hey!,use.social.convention
"No, no.",relax.atmosphere
"Exactly, no.",relax.atmosphere
Not tonight. Not tonight.,relax.atmosphere
"Not that attitude, not in here.",relax.atmosphere
Not in the mood. Not in Graham's house. Not in Graham's house.,relax.atmosphere
"No, it's not children's television. Yeah, yeah.",relax.atmosphere
"What was he thinking? OK, let's have another one.",relax.atmosphere
Hello! Hello!,use.social.convention
"Hi! What's your name? Marsha. Marsha, lovely.",use.social.convention
"What do you do, Marsha? Nothing.",closed.question
OK!,relax.atmosphere
Everyone wants to sit next to Marsha at dinner.,relax.atmosphere
"Have you ever done anything, Marsha? I have. You have, OK.",closed.question
What did you used to do? I have taught exercise.,open.question
"Oh, yes? And I've done make-up. Yes.",respond.agree
Raised children. Yes. Cooked. Yes.,respond.agree
What more do you want?,open.question
"I mean, that is a full life. That's a full life, yeah. Exactly.",respond.agree
Exactly.,respond.agree
"I mean, it still doesn't explain why you do NOTHING.",relax.atmosphere
"Anyway, off you go, Marsha, with your story.",give.opinion
"So, many years ago, I'd gone into a very exclusive clothes shop.",give.opinion
GRAHAM GIGGLES,use.social.convention
It's not funny! Yet.,give.opinion
"So, I'd gone into a clothes shop and went to try on some clothes,",give.opinion
"and there was someone next to me, in the next changing room,",give.opinion
and I recognised her.,give.opinion
"So we spent the next half-hour trying on clothes,",give.opinion
"and we were very honest with each other,",give.opinion
"and I said to her, ""That's really nice on you.""",give.opinion
"And she said, ""That's really nice on you.""",give.opinion
We were totally honest with each other.,give.opinion
"After about half an hour, she came out of the changing room,",give.opinion
"and I said to her, ""No, that's really not your colour.",give.opinion
"""That just doesn't suit you.""",give.opinion
"She said to me, ""This is what I came in wearing.""",give.opinion
APPLAUSE,use.social.convention
That's good one. That is a good one.,give.opinion
You can walk. You can walk.,respond.agree
That was an actual good story. Yeah. There was a punch line. Yeah.,respond.agree
And I didn't see it coming.,give.opinion
I thought she was going to be a famous person.,respond.agree
"I thought she was going to say, like, Theresa May or something.",give.opinion
"Yes. Yeah, in a kitten heel.",respond.agree
"OK, one more, one more.",give.opinion
Hello! Hello!,use.social.convention
"Hi, how are you? I'm fine, thank you. And what's your name?",use.social.convention
"It's Gemma. Gemma, lovely. And what do you do, Gemma?",open.question
I'm a full-time mum. How many kids?,respond.agree
"Three. Three, what ages?",open.question
"18, 14 and 12.",respond.agree
That sounds like trouble.,give.opinion
Yes.,respond.agree
She's in the teeth of the crocodile right now.,relax.atmosphere
No wonder you came out for the night.,relax.atmosphere
"All right, off you go with your story.",give.opinion
"It was my first-ever driving test, and I was extremely nervous.",give.opinion
I was taking the test on my own car.,give.opinion
So I got to the test centre and the examiner came out,give.opinion
and she checked around the car to check it was safe.,give.opinion
She got into the vehicle with me and she had a little look around,give.opinion
to check everything was OK.,give.opinion
"She noticed that, on the front, there was a little bag",give.opinion
"with nuts and bolts in,",give.opinion
which she asked me to remove and put in the back of the car.,give.opinion
"I picked them up and I swung them,",give.opinion
"what I thought between the seats,",give.opinion
and I smashed the poor lady in the face.,give.opinion
I split her nose and it was pouring with blood.,give.opinion
"And the poor lady was searching for a tissue this whole time,",give.opinion
and I ended up reversing into a fence and failing my test!,give.opinion
"Aw, bless. You can walk.",use.social.convention
APPLAUSE,use.social.convention
"Well done, everyone.",use.social.convention
"If you'd like to join us on the show and have a go in the red chair,",give.opinion
you can contact us at our website at this very address.,give.opinion
That is it for tonight.,use.social.convention
Please say a huge thank you to my guests - Mr Tom Chaplain!,use.social.convention
APPLAUSE,use.social.convention
Jamie Oliver! APPLAUSE,use.social.convention
Jenna Coleman! APPLAUSE,use.social.convention
And Mr Will Smith! APPLAUSE,use.social.convention
We'll be back here on New Year's Eve with a very starry,use.social.convention
"Hogmanay sofa, including Hollywood heart-throb Zac Efron",use.social.convention
and the great Hugh Jackman.,use.social.convention
"Have a very happy Christmas! Good night, everyone. Bye!",use.social.convention
APPLAUSE,use.social.convention
