U,L
"I heard you tell a story, a really sweet story, about when you",give.opinion
were on the set of...,give.opinion
Of Third Rock From the Sun.,give.opinion
Yes.,respond.agree
There was an episode of Third Rock where the,give.opinion
"aliens ended up performing in a circus and there was a tall,",give.opinion
handsome young guy who was playing the circus strongman.,give.opinion
And after rehearsing for a couple of days he,give.opinion
took me aside and he said...,give.opinion
"I have to, I was choosing my moment to tell",give.opinion
you a story.,give.opinion
I come from a small town in Louisiana where my dad was a,give.opinion
Baptist minister and he would let the kids dance,give.opinion
or listen to rock and roll.,give.opinion
"Footloose came to town, I went to that movie,",give.opinion
and you were my daddy.,give.opinion
And the next night I took my dad to that film without telling him,give.opinion
what it was about.,give.opinion
At this time tears were streaming down his face.,give.opinion
"He said, I just have to tell you, because of your performance I was",give.opinion
the first one of six children that got to go to his high school prom.,give.opinion
Aww.,use.social.convention
Now I never took Footloose that seriously.,relax.atmosphere
"I mean, that was always my teenybopper film.",relax.atmosphere
Yeah.,respond.agree
"It's just, it's the best evidence I've",give.opinion
ever heard that you just never know what you're throwing out there.,give.opinion
That sounds such...,use.social.convention
"I love that story, it's so sweet.",use.social.convention
APPLAUSE,use.social.convention
"Now, Shirley, you were saying in your previous life",give.opinion
you were a dance teacher.,give.opinion
Have you knocked that on the head now?,closed.question
"No, I still do that.",respond.deny
"Oh, you will very soon.",relax.atmosphere
That will become tedious to you really quickly.,relax.atmosphere
"Will Ferrell, you have a love of dance, I know.",give.opinion
If Shirley volunteered to show you a couple of simple moves...,give.opinion
Well...,respond.agree
"Yes, of course.",respond.agree
I can already tell she doesn't believe in my ability.,relax.atmosphere
I believe in your ability.,respond.deny
"I mean, everyone got rave reviews.",relax.atmosphere
You have that funny left arm.,relax.atmosphere
I had the bad left arm.,relax.atmosphere
"You could make up for it now, right?",closed.question
Yeah.,respond.agree
What could you show him that would be very quick?,open.question
I could show you a Cucaracha.,respond.agree
"OK, fine.",respond.agree
"You're playing Hero, the music, right?",closed.question
"OK, yes.",respond.agree
Because that's a rumba.,give.opinion
OK.,use.social.convention
That's a sensual dance.,give.opinion
"Hold on, I'll be doing a Cucaracha or rumba?",closed.question
Which is it?,closed.question
"The action we're going to use is a Cucaracha, but the dance",respond.agree
we are going to do is the rumba.,respond.agree
I am totally lost.,give.opinion
Close your eyes and try not to get too excited down,relax.atmosphere
in the nether regions.,relax.atmosphere
OK.,use.social.convention
"How about if you could just go side, replace, close?",open.question
If you could just do that for me?,open.question
"Side, replace, close.",give.opinion
I love that I'm the only one that has to do this.,relax.atmosphere
"Me too, I love it.",respond.agree
"Side, replace, close.",give.opinion
"Side, replace, close.",give.opinion
"You're not supposed to say it out loud, right?",closed.question
"No, no, no.",respond.deny
But whatever I do...,give.opinion
"Side, replace, close.",relax.atmosphere
"Side, replace, close.",relax.atmosphere
There you go.,relax.atmosphere
"Oh, yes.",give.opinion
APPLAUSE.,use.social.convention
"That little hip going, we'll have a bit of that.",give.opinion
"So, no matter what I do, you're going to do that.",give.opinion
My left arm is acting up.,relax.atmosphere
Are we ready for the music?,closed.question
"Yes, we're ready for the music.",respond.agree
Let's play the music.,give.opinion
Why are you looking at me?,open.question
Are you ready?,closed.question
I'll start you.,give.opinion
Can you keep that rhythm?,closed.question
Probably not...,respond.deny
Doesn't matter what I do.,give.opinion
I just keep doing that?,closed.question
Beautiful.,respond.agree
Beautiful.,respond.agree
"Oh, my God, they're doing this so well.",use.social.convention
The Cucaracha!,give.opinion
Beautiful.,use.social.convention
Come and sit down.,give.opinion
Never too early for a 10 from Shirley.,use.social.convention
Beautiful.,use.social.convention
"Right, it's time for music.",give.opinion
"You rocked that shit, bro, you killed it.",relax.atmosphere
"Oh my God, you were just doing it.",relax.atmosphere
That's my boy!,relax.atmosphere
Beautiful.,use.social.convention
"Right, it's time for music.",use.social.convention
"This award-winning hit maker is back with a number one album, Rainbow.",use.social.convention
"Performing Learn to Let Go, it is Kesha.",use.social.convention
# Been a prisoner of the past,x
# Had a bitterness when I looked back,x
# Was telling everyone it's not that bad,x
# Til all my shit hit the fan,x
# I know I'm always like telling everybody,x
"# ""You don't gotta be a victim",x
"# Life ain't always fair, but hell is living in resentment",x
"# Choose redemption, your happy ending's up to you""",x
# I think it's time to practice what,x
# I preach,x
# Exorcise the demons inside me,x
"# Woah, gotta learn to let it go",x
# The past can't haunt me if I don't let it,x
# Live and learn and never forget it,x
"# Whoa, gotta learn to let it go",x
# Had a boogeyman under my bed,x
# Putting crazy thoughts inside my head,x
"# Always whispering, ""It's all your fault""",x
"# He was telling me, ""No, you're not that strong""",x
"# I know I'm always like telling everybody,",x
"# ""You don't gotta be a victim",x
"# Life ain't always fair, but hell is living in resentment",x
"# Choose redemption, your happy ending's up to you""",x
# So I think it's time to practice what I preach,x
# Exorcise the demons inside me,x
"# Whoa, gotta learn to let it go",x
# The past can't haunt me if I don't let it,x
# Live and learn and never forget it,x
"# Whoa, gotta learn to let it go",x
# I'm done reliving my bad decisions,x
# I see now maybe there's a reason,x
"# Why, I, I, I, I, I, I been through hell and back",x
"# Yeah, honestly, it's what made me who I am",x
# Holding on to wasted time,x
# Gotta learn to let go in life,x
# So I think it's time to practice what I preach,x
# Exorcise the demons inside me,x
"# Whoa, gotta learn to let it go",x
# The past can't haunt me if I don't let it,x
# Live and learn and never forget it,x
"# Whoa, gotta learn to let it go",x
"# Hey-eh-eh-eh, yeah",x
"# Hey-eh-eh-eh, yeah",x
"# Learn to let go, learn to let go",x
"# Hey-eh-eh-eh, yeah",x
"# Hey-eh-eh-eh, yeah",x
"# Learn to let go, learn to let go.#",x
Kesha everybody!,use.social.convention
Come on over.,use.social.convention
A hat for the couch.,use.social.convention
Beautiful.,use.social.convention
Hello!,use.social.convention
How are you?,use.social.convention
Good.,use.social.convention
If you could just move up a bit.,use.social.convention
"Mark, Mel, John, Will...",use.social.convention
If you all squeeze up there's room at the end.,give.opinion
"Now, Shirley, did you watch Kesha walk over?",closed.question
Is she a dancer?,closed.question
"Yes, yes she's got rhythm.",respond.agree
Oh God.,relax.atmosphere
"Excellent, very good.",use.social.convention
"Now, Kesha, that is of your new album, Rainbow.",closed.question
Yeah.,respond.agree
"And huge congratulations, this is out now.",use.social.convention
"First since 2014 but already it's been number one in America, right?",closed.question
Yes.,respond.agree
My fans were the best.,give.opinion
As you know.,give.opinion
We've had them on here before.,give.opinion
And they're the best.,give.opinion
"Here, they took it to number one and that does feel",open.question
"good, I'm not going to lie.",respond.agree
"But they did that, so...",give.opinion
"Listen, on this album there are collaborations with",give.opinion
all sorts of people.,give.opinion
"One of our favourites, Dolly Parton is on here.",give.opinion
She's the best.,give.opinion
"We got one ""woo"".",relax.atmosphere
"Dolly Parton, now, she is connected to you via your mum, is that right?",closed.question
"Yeah, I met her once at the chiropractor when I was ten,",respond.agree
it's the only time I've met her.,give.opinion
Sure she does have back problems.,relax.atmosphere
Anyway...,use.social.convention
LAUGHTER,use.social.convention
We didn't actually get to be in the,give.opinion
"same room recording the song, but my mom wrote a song",give.opinion
"that she recorded, like, a billion years ago.",give.opinion
And we recorded it separately cos of technology on this album.,give.opinion
"But it's a famous song, Old Flamea Can't Hold a",give.opinion
Candle to You.,give.opinion
Old Flames Can't Hold a Candle to You.,give.opinion
Your mum wrote that?,closed.question
Because your mum is credited with lots of the songs on here.,closed.question
"Yeah, we write a lot of songs together, which is kind of like",respond.agree
"weird and twisted, because we write songs about eating men.",give.opinion
Yeah.,use.social.convention
But also love songs.,give.opinion
Yeah.,use.social.convention
"So your mum is around for the album, is she around for the tour?",closed.question
"Yeah, she comes with me most everywhere.",respond.agree
"She flew out this morning though, so she's not here.",give.opinion
"Is that annoying, great?",open.question
Super fucking annoying.,respond.agree
You're like bye...,relax.atmosphere
Can you imagine?,closed.question
It sounds awful.,respond.agree
"I mean, I love my mother, but, yeah...",relax.atmosphere
Me too.,relax.atmosphere
You know.,relax.atmosphere
Christmas is coming.,relax.atmosphere
That'll be fine.,relax.atmosphere
"That was fantastic performance, thank you for",give.opinion
"bringing all that, that glitter and stuff with you.",give.opinion
Congratulations with the album.,use.social.convention
Thank you very much.,use.social.convention
"Right, that's nearly it, but before we go just time for",use.social.convention
a visit to the big red chair.,use.social.convention
OK.,use.social.convention
Who's in the big red chair?,open.question
"OK, hello.",use.social.convention
"Hi, what's your name? I'm Tutu.",respond.agree
Tutu?,closed.question
OK.,use.social.convention
"And where are you from, Tutu?",open.question
"Originally from Ethiopia, but I live in Reading at the moment.",respond.agree
"Now, can anyone hear Tutu?",closed.question
"Yes, I can hear you.",respond.agree
So it's working in one direction.,relax.atmosphere
Who did that?,closed.question
Who did that?,closed.question
LAUGHTER,use.social.convention
Wow.,use.social.convention
I just wanted to show her how to work it.,relax.atmosphere
"I can't, but this is going to be a trying red chair segment,",relax.atmosphere
ladies and gentlemen.,use.social.convention
"OK, OK, let's try one more.",use.social.convention
Hello.,use.social.convention
Hello-hello.,use.social.convention
What's your name?,open.question
My name's Darren.,respond.agree
"Darren, lovely.",use.social.convention
"Where are you from, Darren?",open.question
I'm from London and a run a gay travel company.,respond.agree
A gay travel company?,closed.question
Yes.,respond.agree
You should be booking.,give.opinion
"Yes, I, I...",respond.agree
I'll give you special service.,relax.atmosphere
I love my gay travels.,relax.atmosphere
Erm...,relax.atmosphere
The gay airport and the gay plane.,relax.atmosphere
LAUGHTER,use.social.convention
"What was your name, John, was it?",open.question
Darren.,respond.deny
"John's my boyfriend's name, how did you know that?",give.opinion
Deep.,relax.atmosphere
"OK, Darren.",use.social.convention
Off you go with your story.,use.social.convention
"OK, so I used to be a journalist and my old boss was a bit lonely,",give.opinion
"couldn't get any men in her life, so I thought for her birthday I'd",give.opinion
"get her a special present, which was a vibrator.",give.opinion
"I decided to give her the vibrator, she put it in her handbag",give.opinion
and forgot that it was there.,give.opinion
Next morning she had to get up for a meeting.,give.opinion
"Where was the meeting, Buckingham Palace?",give.opinion
Totally forgot she had the vibrator in her bag.,give.opinion
Good story!,use.social.convention
Gets to security and has to go through the metal,give.opinion
detector and the airport security style scanner.,give.opinion
Comes upon a screen showing this huge vibrator.,give.opinion
"She suddenly realises, suddenly realises it's in there,",give.opinion
"looks all sheepish, at the security man, who sees it, says to her...",give.opinion
"We'll just let you through, but that's how she smuggled",give.opinion
a vibrator into Buckingham Palace.,give.opinion
"Good story, you can walk.",use.social.convention
One more?,closed.question
"One more, one more.",respond.agree
"This is the last one, this is the last one.",give.opinion
That was a good story.,give.opinion
OK.,use.social.convention
He's just being carried away.,give.opinion
Who is this?,open.question
Look who's back!,give.opinion
Tutu two.,relax.atmosphere
Hi.,use.social.convention
"So now, before you were so rudely interrupted, you were telling",give.opinion
us a very conjugated where you were from story.,give.opinion
"No, I come from Ethiopia originally, but I came to this",respond.agree
country 20 years ago.,give.opinion
OK.,use.social.convention
Where do you live?,open.question
I live in Reading.,respond.agree
"Reading, lovely.",use.social.convention
"And what do you do, Tutu?",open.question
I run my own cafe called Tutu's Ethiopian Table.,respond.agree
It's called that?,open.question
OK.,use.social.convention
"So, Tutu, off you go with your story.",use.social.convention
20 years ago I used to work at Thames Water with 40 people,give.opinion
"on the team and I used to do data entry in the computer,",give.opinion
people's details.,give.opinion
"And I was stuck on what I'm doing and I asked my colleague, I said,",give.opinion
"who's our team leader to ask, because I was having a problem.",give.opinion
"So he told me, go and ask Ginger Minge.",give.opinion
"So at that time I don't understand languages,",give.opinion
"so I went straight to the person and I said, hello, Ginger Minge!",give.opinion
Now I know what that means.,give.opinion
"Yes, I'm sure you do!",relax.atmosphere
"You can walk, Tutu, go on!",use.social.convention
Yeah!,use.social.convention
Very good.,use.social.convention
We would have missed that story.,relax.atmosphere
"Well done, everyone.",use.social.convention
"If you'd like to join us on the show and have a go in the red chair,",use.social.convention
you can contact us via our website at this address.,use.social.convention
That's it for tonight - please say thank you to my guests - Kesha...,use.social.convention
Mark Wahlberg...,use.social.convention
Mel Gibson...,use.social.convention
John Lithgow...,use.social.convention
Will Ferrell...,use.social.convention
And Shirley Ballas.,use.social.convention
"Join me next week with musical guest Pink, actor and writer Stephen Fry,",use.social.convention
"pop star Robbie Williams, actress Carey Mulligan and living",use.social.convention
legend Sir Elton John.,use.social.convention
I'll see you then!,use.social.convention
Goodnight.,use.social.convention
