U,L
That doesn't normally happen.,give.statement
My friends aren't Royals!,give.statement
"There, of course, is Cara Delvingne.",give.statement
She is a good friend of mine.,respond.agree
You were in Suicide Squad together.,closed.question
Yes.,respond.agree
She was awesome.,give.opinion
"In Suicide Squad, you tattooed the cast members, is this right?",closed.question
Yes.,respond.agree
Because you were trained...,give.statement
These are the tattoos you do.,give.statement
"Yeah, we called them Toemojis.",respond.agree
Oh?,use.social.convention
OK.,use.social.convention
And did you do all the cast?,closed.question
"No, funnily enough, no one else wanted them!",respond.deny
"So, just the two of us got the Toemojis.",give.statement
But everyone else got squad written on them and other people would come,recall
by the trailer and get anything.,recall
"Yes, we did all sorts of things.",respond.agree
So you can still tattoo people?,closed.question
"Yet, I reckon I have done...",respond.agree
"Yeah, getting close to 100.",respond.agree
Little ones.,give.statement
"And honestly, they are probably getting worse as they go along.",give.opinion
Because we have a tattoo gun here.,give.statement
If anyone...,give.statement
If any of your coach mates want a tattoo?,open.question
To commemorate this lovely evening?,open.question
LAUGHTER.,use.social.convention
You pierced your ear.,give.statement
I what?,open.question
You pierced your ear.,give.statement
"Yeah, not myself.",relax.atmosphere
It would be so funny.,relax.atmosphere
Please?,closed.question
Bless you for thinking it might...,relax.atmosphere
I have seen you actually are prepared...,give.statement
Yes.,respond.agree
She can tattoo at will.,give.statement
"This is not actually my gun but I can make do with it, for sure.",give.statement
You're genuinely thinking about this?,closed.question
No!,respond.deny
I didn't think you were.,respond.agree
I thought you were!,exclamation
That's acting!,relax.atmosphere
APPLAUSE.,use.social.convention
Ryan isn't looking so shocked because you have already tattooed,give.statement
"yourself, haven't you?",closed.question
Yeah.,respond.agree
How did that go for you?,open.question
Not great.,respond.agree
What did you do?,open.question
"It was, you know, it was supposed to be a monster hand",give.statement
dropping a bloody heart.,give.statement
But it looks more like a chicken...,give.opinion
Making love with a cactus or something.,give.opinion
I don't know what happened.,give.statement
"My friend had one at his house, I like to doodle,",give.statement
it's a bad combination.,relax.atmosphere
Do you have a tattoo?,closed.question
"Oh, God.",relax.atmosphere
I knew you were going to ask that.,relax.atmosphere
Do you?,closed.question
"Yeah, I do.",respond.agree
Where is it?,open.question
I went to college in the '90s.,give.statement
Can we just leave it there.,give.statement
Is it a tramp stamp?,closed.question
No!,respond.deny
"Oh, God, no!",exclamation
Is it a dolphin?,closed.question
"No, no, no.",respond.deny
Is it a...?,closed.question
I'm not getting it.,deflection
"The thing is, there is someone who works on our team and they are",give.statement
a big Margot Robbie fan.,give.statement
"And when I say they are willing to do this, I mean they are very keen.",give.statement
"He has washed his feet, talced them.",give.statement
Is it difficult to do this Toemoji thing?,closed.question
No.,respond.deny
"Adam, your moment is here, this is happening.",use.social.convention
"So, sit down beside Margot, there.",use.social.convention
I don't mean to criticise my own production team,relax.atmosphere
but you could have taken your shoes and socks off first.,relax.atmosphere
It would have saved a little time.,relax.atmosphere
You knew this moment was coming.,give.statement
I wanted to make it more real.,relax.atmosphere
"OK, here we go.",relax.atmosphere
You don't have to do this if you don't want to.,relax.atmosphere
"Honestly, he kept saying he wants to do this.",give.statement
Are you sure?,closed.question
OK.,respond.agree
"Oh, my God.",exclamation
There is something I have to say...,use.social.convention
Don't try this at home!,exclamation
Really don't!,exclamation
I will sit on this side of you.,give.statement
"OK, perfect.",give.statement
"OK, here we go.",give.statement
In your own time.,relax.atmosphere
It is not that easy to do!,exclamation
Here we go.,relax.atmosphere
I haven't actually done one for a while.,give.statement
I'm probably more nervous than you are.,give.statement
"Sorry, that's not comforting!",exclamation
That wasn't very professional.,give.statement
I'm so scared!,exclamation
I was going to say my hands are shaking but you don't,relax.atmosphere
want to hear that.,relax.atmosphere
TATTOO GUN BUZZES.,misc
This is nuts!,exclamation
APPLAUSE.,use.social.convention
OK.,relax.atmosphere
Sorry!,exclamation
TATTOO GUN BUZZES.,misc
Does it hurt?,closed.question
It's a little funny.,respond.agree
Don't worry about your finest work.,relax.atmosphere
"You do seem happy in your work, I'll give you that.",give.opinion
I really do.,respond.agree
I'm not particularly good but I like doing it.,give.statement
APPLAUSE.,use.social.convention
"Good poker face, Adam, very good.",relax.atmosphere
"Sorry, is that all right?",closed.question
It's good.,respond.agree
I can neaten it up when we are backstage.,give.statement
CHEERING AND APPLAUSE.,use.social.convention
Show it to that camera.,give.statement
There it is!,exclamation
That's not bad!,give.opinion
It's not bad!,respond.agree
"Obviously, trained medics are coming to the studio.",relax.atmosphere
"In the meantime, it's time for music.",give.statement
These pop pioneers have sold over 40 million records and are one,give.statement
of the greatest girl bands of all time.,give.statement
Now the original line-up is back - hurrah!,give.statement
"Performing Cruel Summer, please welcome Bananarama!",give.statement
CHEERING AND APPLAUSE.,use.social.convention
# Hot summer streets.,misc
# And the pavements are burning.,misc
# I sit around.,misc
# Trying to smile.,misc
# But the air is so heavy and dry.,misc
# Strange voices are saying.,misc
# What did they say.,misc
# Things I can't understand.,misc
# It's too close for comfort.,misc
# This heat has got.,misc
# Right out of hand.,misc
"# It's a cruel, cruel summer.",misc
# Leaving me here on my own.,misc
"# It's a cruel, cruel summer.",misc
# Now you're gone.,misc
# The city is crowded.,misc
# My friends are away.,misc
# And I'm on my own.,misc
# It's too hot to handle.,misc
# So I got to get up and go.,misc
"# It's a cruel, cruel summer.",misc
# Leaving me here on my own,misc
"# It's a cruel, cruel summer.",misc
# Now you're gone.,misc
"# It's a cruel, cruel summer.",misc
# Leaving me.,misc
# Leaving me here on my own.,misc
"# It's a cruel, cruel summer.",misc
# Now you're gone.,misc
"# It's a cruel, cruel summer.",misc
# Leaving me here on my own.,misc
"# It's a cruel, cruel summer.",misc
# Now you're gone.,misc
"# It's a cruel, cruel summer.",misc
# Leaving me here on my own.,misc
"# It's a cruel, cruel summer.",misc
# Now you're gone.,misc
"# It's a cruel, cruel summer.",misc
# Now you've gone.,misc
CHEERING AND APPLAUSE.,use.social.convention
"Oh, Bananarama, everybody!",use.social.convention
"So, so good.",give.opinion
"Come on over, ladies.",give.statement
Here they are!,use.social.convention
CHEERING AND APPLAUSE,use.social.convention
"Very lovely to see you, hello, my darling.",use.social.convention
Hello.,use.social.convention
Hello!,use.social.convention
Come and sit down.,give.statement
"I think, I think you'll all fit on.",use.social.convention
Will we all fit on?,closed.question
Hi.,use.social.convention
I think we'll all fit in.,respond.agree
There we go.,relax.atmosphere
Bananarama back in the world.,give.statement
"We're all squeeze on, yes.",respond.agree
"We're good, we're good, we won't be here for long.",give.statement
"So, Bananarama, honestly, a great night for the 80s.",give.opinion
"Blade Runner back, now Bananarama.",give.statement
CHEERING,use.social.convention
"Obviously Britain really excited that Bananarama are back,",give.opinion
but we forget it's a global thing.,give.opinion
Yeah.,respond.agree
"Cruel Summer, that was a top ten hit in America, wasn't it?",closed.question
Yes.,respond.agree
It's still remembered fondly.,give.statement
I often hear it in the supermarket.,relax.atmosphere
LAUGHTER,use.social.convention
And it's in Blue Crush.,give.statement
That's right.,respond.agree
"The first time we thought we'd actually maybe made it was in LA,",recall
"because we were coming back from breakfast, about to go",recall
"to the beach, on the bus, in Santa Monica, on the bus.",recall
And we saw Mike Tyson sitting on the front of his limo,recall
"and he started singing Cruel Summer at us, and we were like wow.",recall
LAUGHTER,use.social.convention
We made it!,exclamation
With our beach bags.,recall
"And this is a tour, you're back for a tour.",give.statement
Yes.,respond.agree
We've got we've got Siobhan back in the fold for a tour.,give.statement
We've never actually toured together.,give.statement
We went on a world tour just after Siobhan left.,give.statement
Just after I left.,relax.atmosphere
LAUGHTER,use.social.convention
Bye!,relax.atmosphere
And it was great.,give.opinion
But we've never actually done anything together.,give.statement
"The tickets sold out, because the response was so fantastic.",give.statement
"We had to add another ten dates, which was...",give.statement
"I'm not sure how we're going to manage it, to be honest.",give.statement
We've got 23 dates now between November than 9th and,give.statement
December the 9th.,give.statement
OK.,use.social.convention
At our age!,relax.atmosphere
LAUGHTER,use.social.convention
It is so great to have Bananarama back in our world.,give.opinion
"Ladies and gentlemen, Bananarama!",give.statement
CHEERING AND APPLAUSE,use.social.convention
Bananarama!,relax.atmosphere
"OK, that is nearly it.",give.statement
"But before we go, let's make our first visit of the new series",give.statement
to the Big Red Chair.,give.statement
Who's there?,closed.question
Hello.,use.social.convention
Hello.,use.social.convention
"Hi, what's your name?",use.social.convention
Justine.,use.social.convention
"Justine, and what do you do, Justine?",closed.question
I'm a barrister.,respond.agree
And actual barrister?,closed.question
Yes.,respond.agree
Like a working one?,closed.question
Yes.,respond.agree
Like people might see you in courts over the coming weeks?,closed.question
"Yes, yes.",respond.agree
"And you've chosen to do this, OK!",relax.atmosphere
LAUGHTER,use.social.convention
Off you go with your story.,give.statement
"My mother's a very conservative Irish lady, and she is naturally",recall
"protective of me and of my daughters, her grandchildren,",recall
and she's always going on about all the weirdos there are in the world,recall
that the girls have got to avoid.,recall
"And one particular day my eldest daughter, who was then 14,",recall
"wanted to go to the zoo with a girlfriend of hers,",recall
"a little friend, but no adults, and, of course, my mother thought this",recall
was an appalling idea.,recall
"How could that possibly happen, there's weirdos",recall
everywhere at the zoo.,recall
"The 14-year-old, in the sort of attempt to placate granny said,",recall
"well, you know, perhaps the Anaconda keeper's a bit weird,",recall
"to which my mother, not realising what she said,",recall
grandma just turned around and said...,recall
"""You make sure that if anyone asks you to come and look",recall
"at his Anaconda, you say no.""",recall
LAUGHTER,use.social.convention
"That's a great story, you can walk, you can walk.",give.opinion
"No, flip me!",respond.deny
Oh you want to be flipped.,give.statement
"OK, there you go!",give.statement
Well done.,give.statement
CHEERING AND APPLAUSE,use.social.convention
"If you'd like to join us on the show and have a go in the big red chair,",give.statement
you can contact us via our website at this very address.,give.statement
That's it for tonight - please say thank you to my,give.statement
"guests, Bananarama...",give.statement
CHEERING AND APPLAUSE,use.social.convention
Margot Robbie...,use.social.convention
CHEERING AND APPLAUSE,use.social.convention
Reese Witherspoon...,use.social.convention
CHEERING AND APPLAUSE,use.social.convention
Ryan Gosling...,use.social.convention
CHEERING AND APPLAUSE,use.social.convention
"And, Mr Harrison Ford!",use.social.convention
CHEERING AND APPLAUSE,use.social.convention
"Join me next week with rock star Liam Gallagher,",use.social.convention
"legendary stand-up Chris Rock, actor Idris Elba and",use.social.convention
Oscar-winner Kate Winslet.,use.social.convention
I'll see you then!,use.social.convention
"Goodnight everybody, goodbye!",use.social.convention
I am a fine-tuned moneymaking machine.,use.social.convention
