U,L
Let's have a look.,give.statement
Let's watch Evelyn.,give.statement
"Here she goes, here she goes!",give.statement
I fear she may not be in Mission: Impossible 7.,relax.atmosphere
Which is a lovely day out at the dynamite factory.,relax.atmosphere
"Oh, dear.",relax.atmosphere
"Now, Henry, this is your first film with Tom Cruise.",give.statement
But it wasn't meant to be.,give.statement
You were supposed to be in another film with Tom Cruise?,closed.question
"Well, we had the opportunity, yes.",respond.agree
The Man From Uncle.,give.statement
"Originally, Tom was playing Napoleon Solo.",give.statement
"And I auditioned for Armie Hammer's role, Illya Kuryakin.",give.statement
"And I went to Tom's house in LA, which is very surreal, by the way,",give.statement
"when you're trying to make things work in your career,",give.statement
"and you get in a taxi in LA, and you feel like saying,",give.statement
"""Take me to Tom Cruise's house.""",recall
"But you give them an address, and you turn up, and there's",give.statement
big gates everywhere.,give.statement
And it's obviously a nice area.,relax.atmosphere
I imagine it's nice.,relax.atmosphere
"Garden's nice, he keeps it nice, yeah.",relax.atmosphere
"That lawn is cut, yeah.",relax.atmosphere
"The hanging baskets, gorgeous.",relax.atmosphere
"Yeah, I got to meet Tom then and we went through some lines",respond.agree
"with Guy Richie at his house, and it was still just very",give.statement
"surreal for me, thinking...",give.statement
"""I'm sitting here with Guy Richie and Tom Cruise,",recall
"in Tom Cruise's house"".",recall
Yeah.,respond.agree
"Like, when will I stop sweating?!",recall
LAUGHTER,use.social.convention
I'm leaving stains!,relax.atmosphere
LAUGHTER,use.social.convention
But then you got the Tom Cruise role.,give.statement
"Man from UNCLE, Mission Impossible, two big franchises.",give.statement
"You've talked to us before about how close the James Bond thing came,",give.statement
"that you are down to the final two, but I like the thing you did then",give.statement
"when you got your first kind of big paycheque,",give.statement
with your dad.,give.statement
"Oh, yeah.",respond.agree
"When I got my first big paycheque, it had been a few years,",recall
I'd been working as an actor for a few years.,recall
How much was it?,closed.question
LAUGHTER,use.social.convention
Don't ask and that!,relax.atmosphere
I'm joking.,relax.atmosphere
That's so Swedish!,relax.atmosphere
Sort of 300.,relax.atmosphere
Pounds.,relax.atmosphere
"So I went back to Jersey with my dad and I thought,",recall
"I want to treat myself, you know, I haven't actually",recall
got myself anything.,recall
We were discussing what to do with it and he said how about a car?,recall
"I was still driving my Peugeot 206, the first car I ever",recall
had and I was like...,recall
"It's time to upgrade this thing, it struggles uphill at this stage.",recall
Yeah.,relax.atmosphere
Went to the local fancy garage and there was a number of nice cars,recall
"there and the Audi R8, which was one that",recall
really stood out to me.,recall
I thought this is a great car.,recall
I was looking at it.,recall
"My dad was sort of pausing around this other car,",recall
in the really nice section.,recall
"I was like, what are you doing over there?",recall
"He said, I was looking at this car.",recall
"I was like, wow, this is really nice.",recall
"Yeah, one day.",recall
"And he went, ""hmmm"".",recall
LAUGHTER,use.social.convention
And I said what do you mean.,recall
"He went, well, I'm sure we can make this work.",recall
"I was like, it's an Aston Martin DBS, you can't just make this work.",recall
"You can't toy with my emotions like that, you either cannot come.",recall
"He was like, well, you know, yeah, yeah I think it could be a thing.",recall
"Think about it, think about what car you want.",recall
They're two different cars.,recall
"I was like, I'm not thinking about anything, that's",recall
an Aston Martin DBS.,recall
And so that was my second car.,recall
Wow.,relax.atmosphere
That's quite a trajectory.,relax.atmosphere
"Now I'm thinking, though, does it stay on Jersey,",relax.atmosphere
so your dad gets to drive it all the time?,closed.question
I've now forbade him from driving at.,respond.deny
"Oh, OK.",relax.atmosphere
A couple of near scrapes.,relax.atmosphere
Oh.,relax.atmosphere
"But it does actually stay on Jersey, yes.",respond.agree
"But I do like this idea, because everyone struggles",give.opinion
"and then suddenly, oh, I've got a bit of money,",give.statement
what am I going to do with my first big paycheque?,closed.question
"Rebecca, do you remember what you did with yours?",closed.question
I bought...,respond.agree
"Oh God, I wish it were something more cool.",give.opinion
I bought a pair of Dior sunglasses and then they got,recall
"stolen the day after, but they left the case.",recall
LAUGHTER,use.social.convention
I like...,relax.atmosphere
I bought an Aston Martin.,relax.atmosphere
I bought some sunglasses.,relax.atmosphere
But they were really nice.,relax.atmosphere
"Tom Cruise, do you remember what you did with your first cheque,",closed.question
where you noticed you had to money in the bank?,closed.question
"Yeah, yeah.",respond.agree
LAUGHTER,use.social.convention
"No, you answered that question.",relax.atmosphere
Is it a terrible thing?,closed.question
"No, no.",respond.deny
"I actually paid for my college, my sister's college education.",give.statement
"Oh, that's so him!",relax.atmosphere
APPLAUSE,use.social.convention
I did.,relax.atmosphere
"The next one, I bought my other sister a car.",give.statement
"Your sister a car, not yourself.",give.statement
No.,respond.deny
My Aston Martin...,relax.atmosphere
His dad's Aston Martin.,relax.atmosphere
"Yeah, actually, you should change that to I bought my",relax.atmosphere
my dad a Aston Martin.,relax.atmosphere
Because that's actually what happened!,relax.atmosphere
I do feel like I've been set up a little bit.,relax.atmosphere
"Simon Pegg, what did you...?",closed.question
Make it up.,relax.atmosphere
"No, this is true.",give.statement
I bought a second hand...,give.statement
Orphanage.,relax.atmosphere
A second-hand orphanage.,relax.atmosphere
LAUGHTER.,use.social.convention
I kicked all those little shits out.,relax.atmosphere
And parked my Aston Martin there.,relax.atmosphere
"No, I bought a second-hand Mazda MX5 with my Switch card.",give.statement
LAUGHTER.,relax.atmosphere
"My first pay cheque for Big Train, which was a sketch show on BBC Two,",give.statement
and I bought a car with my Switch card.,recall
"Which was like a little debit card, you remember.",give.statement
"I thought you'd have bought something more nerdy,",give.opinion
like a Death Star made of Lego or something.,give.statement
That would seem to be what you'd go shopping...,give.opinion
"I did once by Darth Vader helmet which cost more,",give.statement
but that was slightly later.,give.statement
Was it an original?,closed.question
It was one that had been decorated by a graffiti artist.,respond.agree
"They did this whole project called the Vader Project,",give.statement
and they decorated all these Darth Vader helmets,give.statement
and I bought one.,give.statement
Because that is you.,give.opinion
"I mean, you are a proper fan of all these things, and now you are...",give.statement
Nerds are so jealous of you because you've done,give.statement
"the trifecta, haven't you?",closed.question
"Yes, yeah, Doctor Who, Star Trek and Star Wars, yeah.",respond.agree
You've been in them all.,closed.question
Yes.,respond.agree
"I wrote Star Trek as well, which was an added...",give.statement
Yes.,respond.agree
"If I was a bit of chocolate, I'd eat myself, wouldn't I?",relax.atmosphere
"And if you're listening to this, kind of thinking,",give.statement
"I don't remember Simon Pegg in Star Wars, you were in it.",recall
You were properly in it.,give.statement
Here you are.,give.statement
That is...,give.statement
You had a character name and everything?,closed.question
"Unkar Plutt, yeah.",respond.agree
"He was a junk dealer on the planet Jakku,",give.statement
and I was wearing that in 50-degree heat.,give.statement
"And I had these big rubber, like silicon gauntlets on,",give.statement
which were my fingers.,give.statement
"And when I took them off, I could pour the sweat out.",recall
"And if you're interested, your sweat's a sort of milky colour.",relax.atmosphere
"Because Henry, you are quite a nerd as well?",closed.question
"I mean, you must have been so geeked to be Superman, to kind of...",give.statement
Yeah.,respond.agree
I'm a geek.,respond.agree
We talk a bit on set about stuff.,give.statement
We do.,relax.atmosphere
Quietly in dark corners.,relax.atmosphere
We actually...,relax.atmosphere
Can I tell this story?,closed.question
We were in Paris...,recall
Does he have a choice to answer?,closed.question
"It's like, Henry, get in this helicopter, are you OK?",relax.atmosphere
No!,relax.atmosphere
"We were shooting a car chase in Paris, and it",recall
"was me, Tom, Sean Harris, Ving Rhames and Henry...",recall
You just asked him if you could tell it.,recall
You didn't ask me.,relax.atmosphere
Can I tell this story?,closed.question
You come out all right!,relax.atmosphere
This is the one that...?,closed.question
"Oh, yeah!",respond.agree
"So it's a very cramped car, particularly with Ving and Henry,",recall
"who are both big guys, and me in the middle,",recall
bombing around Paris.,recall
"And every time we finished the shot, we have to reset the shot,",recall
drive back to the start point and do it again.,recall
"Henry has had enough of sitting in the cramped car,",reacll
"so he says, can I run back?",recall
I'll run back.,recall
He did a bit of running.,recall
"So Henry took off, and ran back to position one,",recall
"and we just drove next to him, going...",recall
(HUMS SUPERMAN THEME).,misc
"He was doing the score, we were just driving.",recall
He did the whole thing.,recall
"The whole way, next to him.",recall
"It was one of the coolest moments of my life, having Tom Cruise do",give.opinion
that driving next to you.,give.opinion
You know you've made it.,give.statement
APPLAUSE,use.social.convention
"Right, it's time for music.",give.statement
This Brit Award-winning songstress is back with a number one,use.social.convention
album The Architect.,use.social.convention
"Performing Til I'm Done, it's Paloma Faith.",use.social.convention
CHEERING,use.social.convention
"# Yeah, I'm a fighter and I made it through",misc
"# Solid gold survivor, that's my attitude",misc
# But I didn't know (I didn't know),misc
# I didn't know (I didn't know),misc
# That I had to be your hero,misc
"# Baby, don't ask me to be strong for you as well",misc
# Pushed off the edge and now I'm back from hell,misc
# But I didn't know (I didn't know),misc
# I didn't know (I didn't know),misc
# That I had to be your hero (So give me light),misc
# I'm not built to carry us both (So give me light),misc
# Time to rest my weary bones (So give me light),misc
# You've got to find your own road,misc
# Help me see,misc
# Just when I thought I'd had enough,misc
# And no more light and no more love,misc
# It's not over,misc
# It's not over,misc
# I won't save you when I'm weak,misc
# Only got so much left to give,misc
# It's not over til I'm done,misc
"# Oh-oh, oh-oh, ooh",misc
"# Oh-oh, oh-oh, ooh",misc
"# Oh-oh, oh-oh, ooh",misc
# Til I'm done,misc
"# Oh-oh, oh-oh, ooh",misc
"# Oh-oh, oh-oh, ooh",misc
"# Oh-oh, oh-oh, ooh",misc
# Til I'm done,misc
# You look at me and see how much I take,misc
"# But with this heart of glass, I'm about to break",misc
# But I didn't know (I didn't know),misc
# I didn't know (I didn't know),misc
# That I had to be your hero (So give me light),misc
# I'm not built to carry us both (So give me light),misc
# Time to rest my weary bones (So give me light),misc
# You've got to find your own road,misc
# Help me see,misc
# Just when I thought I'd had enough,misc
# And no more light and no more love,misc
# It's not over,misc
# It's not over,misc
# I won't save you when I'm weak,misc
# Only got so much left to give,misc
# It's not over,misc
# It's not over,misc
# Whatcha think you ever did for me before?,misc
# (So give me light),misc
# Block out the sun and let the moon fall on the floor,misc
# (So give me light),misc
"# I am empty, ain't got nothing left to give",misc
# (So give me light),misc
# And no you ain't the one I wanna be with,misc
# Just when I thought I'd had enough,misc
# And no more light and no more love,misc
# It's not over,misc
# It's not over,misc
# I won't save you when I'm weak,misc
# Only got so much left to give,misc
# It's not over,misc
# It's not over,misc
# Just when I thought I'd had enough,misc
# And no more light and no more love,misc
# It's not over,misc
# It's not over,misc
# I won't save you when I'm weak,misc
# Only got so much left to give,misc
# It's not over,misc
# It's not over,misc
# Til I'm done,misc
"# Oh-oh, oh-oh, ooh",misc
"# Oh-oh, oh-oh, ooh",misc
"# Oh-oh, oh-oh, ooh",misc
# Til I'm done,misc
"# Oh-oh, oh-oh, ooh",misc
"# Oh-oh, oh-oh, ooh",misc
"# Oh-oh, oh-oh, ooh",misc
# Til I'm done #.,misc
CHEERING.,use.social.convention
"Paloma Faith, everybody!",use.social.convention
Great job.,use.social.convention
And the backing singers and the band.,use.social.convention
"Hello, darling.",use.social.convention
Lovely to see you.,use.social.convention
"Simon, Henry, Rebecca, Tom...",use.social.convention
"Beautiful job, lady.",use.social.convention
"Very good, very good.",use.social.convention
"Oh, oh she is shiny.",use.social.convention
"Have a seat, do.",use.social.convention
"So that is off the new album, The Architect.",give.statement
"Here you go, that's it.",give.statement
"Number one, ladies and gentlemen!",use.social.convention
CHEERING AND APPLAUSE.,use.social.convention
"I listened to you on the radio, I love how happy you are",give.opinion
that it's number one.,give.statement
"You're not going to be cool, you're just over the moon.",give.opinion
"I've never been cool, Graham.",relax.atmosphere
I feel like I've just come to the office party,relax.atmosphere
as the entertainment!,relax.atmosphere
LAUGHTER,use.social.convention
"Hi, guys.",use.social.convention
"It's a morale-building exercise, I'm here to just brighten",relax.atmosphere
up your lives so you can slave away for another 12 months,relax.atmosphere
for my business.,relax.atmosphere
Here's the weird thing.,give.statement
You recorded this album and you were pregnant,give.statement
when you've recorded the album?,closed.question
Yeah.,respond.agree
As you are.,give.statement
Tell me all about it!,relax.atmosphere
"I didn't know this, so your voice changes when you're pregnant?",closed.question
"Well, no, it wasn't when I was pregnant,",respond.deny
it was afterwards that I felt like it was better.,give.opinion
"Oh, OK.",give.statement
Because...,give.statement
Have you done it before?,closed.question
Had a baby?,closed.question
My voice is spectacular.,relax.atmosphere
Have you had a baby?,closed.question
"Yes, I have had.",respond.agree
"So like, your body, everything moves, all the organs move and it",give.statement
opens up and goes a bit wild.,give.statement
A bit graphic!,relax.atmosphere
LAUGHTER,use.social.convention
I didn't need that!,relax.atmosphere
I'm quite lucky because some of the things that were really,give.statement
"bugging me, like continual ailments, never came back, because it must",give.statement
have just moved a bit.,give.statement
I think my lungs went into a better place or something.,give.opinion
"I just want to re-sing everything, because I'd sung it all pregnant",give.statement
"and pre-pregnancy and then I was like, no, this is better.",recall
I feel like I can go from low to high.,give.opinion
But maybe it's psychological.,give.opinion
Maybe you should have more babies.,relax.atmosphere
I think I might.,respond.agree
Yeah.,respond.agree
Can we do on now?,relax.atmosphere
"It's, it's late.",relax.atmosphere
"All right, Paloma...!",relax.atmosphere
There's quite a few nice people to choose from.,give.opinion
"It's quite the gene pool, it really is quite the gene pool.",respond.agree
You're right.,respond.agree
Maybe we could all amalgamate.,relax.atmosphere
"Tom needs to work tomorrow, he's busy.",relax.atmosphere
"Very quickly, you're off on tour, aren't you?",closed.question
"Yeah, in March.",respond.agree
Fantastic.,give.statement
I'm really looking forward to it.,give.statement
Brilliant.,give.statement
Thank you very much for that great performance.,give.statement
"Paloma Faith, everybody!",use.social.convention
CHEERING AND APPLAUSE,use.social.convention
That is nearly it but just time for a visit,give.statement
to the big red chair.,give.statement
This is your least favourite bit of the show.,give.statement
Tom hates this!,relax.atmosphere
Hello?,use.social.convention
Hello.,use.social.convention
Who are you?,closed.question
My name's John.,respond.agree
"John, hello John.",use.social.convention
Where are you from?,closed.question
I'm from Scotland.,respond.agree
"Lovely, happy Burns Day for yesterday.",give.statement
Thank you.,use.social.convention
LAUGHTER,use.social.convention
And do you live down here now?,closed.question
"I do, Central London.",respond.agree
All right.,give.statement
"Oh, central London.",give.statement
None of your suburbs for John.,relax.atmosphere
"No, he came from Scotland and he made it.",relax.atmosphere
LAUGHTER,use.social.convention
Zone 1.,relax.atmosphere
"What do you do, John?",closed.question
I'm a lawyer.,respond.agree
"Oh, he did make it, oh, yeah.",relax.atmosphere
Zone 1 John.,relax.atmosphere
"OK, off you go with your story.",give.statement
So my grandad died...,recall
LAUGHTER,use.social.convention
It happens.,relax.atmosphere
They get old.,relax.atmosphere
"We were having an open coffin for him at my grandmother's house,",recall
"and they were keeping the coffin out in the conservatory,",recall
and we were having lots of visitors coming and going,recall
to pay their respects.,recall
So that damaged the front door a little at my grandmother's house.,recall
"So my grandad being a tradesman, we looked up his book of contacts",recall
to find someone we thought might be able to fix it.,recall
"So we find a man called Jim, give him a call and he turns up very",recall
early the next morning.,recall
"So he's working away on the door and I think,",recall
I should probably make small talk.,recall
"So I ask him, ""Do you want to pop through and see grandad?""",recall
"He kind of casually looked up and said, ""Yeah, I'll pop",recall
"through when I'm finished, son"".",recall
"So he finished the job, got up, casually walked",recall
through into the conservatory...,recall
At which point I realised he didn't know grandad had died.,recall
LAUGHTER,use.social.convention
So he walked in expecting to see my grandad,recall
in his slippers reading the papers and saw my grandad,recall
very dead in a coffin.,recall
Oh my God.,relax.atmosphere
LAUGHTER,use.social.convention
The colour completely drained from his face.,recall
"Even then made this inaudible sort of"" urgggh"".",recall
He turned around and just when out the house so quickly and we've,recall
never seen him again.,recall
LAUGHTER,use.social.convention
That was 15 years ago.,recall
That's a good story.,give.opinion
CHEERING AND APPLAUSE,use.social.convention
You can walk.,give.statement
"If you would like to join us on the show, let us know",give.statement
at this very address.,give.statement
That's it for tonight.,use.social.convention
Please say a huge thank you to my guests - Paloma Faith...,use.social.convention
CHEERING AND APPLAUSE,use.social.convention
Simon Pegg...,use.social.convention
CHEERING AND APPLAUSE,use.social.convention
Henry Cavill...,use.social.convention
CHEERING AND APPLAUSE,use.social.convention
Rebecca Ferguson...,use.social.convention
CHEERING AND APPLAUSE,use.social.convention
And Mr Tom Cruise!,use.social.convention
CHEERING AND APPLAUSE,use.social.convention
"Thank you, thank you, Graham.",use.social.convention
"Join me next week with musical guest George Ezra, Voice judge Will.i.am,",give.statement
"Oscar winner Cuba Gooding Jr and, for the first time, one",use.social.convention
"of our favourite British stars, Imelda Staunton.",use.social.convention
I'll see you then!,use.social.convention
"Goodnight everyone, bye-bye!",use.social.convention
CHEERING AND APPLAUSE,use.social.convention
"OK, so come to Tom in three, two...",give.statement
What does that mean?,closed.question
LAUGHTER AND APPLAUSE,use.social.convention
You see what I'm saying?!,relax.atmosphere
"I don't know, three, two and he pointed.",relax.atmosphere
"I was like, does that mean I start talking?",relax.atmosphere
"OK, good.",relax.atmosphere
I go on the point.,relax.atmosphere
OK.,relax.atmosphere
