U,L
LAUGHTER,use.social.convention
It's time for our musical guest tonight.,give.statement
This artist rose to fame as the first winner of American Idol.,use.social.convention
Since then she's sold over 25 million albums,use.social.convention
and won three Grammys.,use.social.convention
Now she's back with a brand new album.,use.social.convention
Here performing 'Love So Soft' it is Kelly Clarkson!,use.social.convention
CHEERING AND APPLAUSE,use.social.convention
# Every kiss is a door,misc
# Can I knock on yours,misc
# Can we knock a little more,misc
# If a touch is a key,misc
"# Keep on twistin', keep unlockin', keep on turnin' me",misc
# Let me in,misc
# I wanna be closer to you,misc
# Let you under my skin,misc
# If I let you in,misc
# You gotta be careful with it,misc
"# Let me tell you again, hey",misc
# Love so soft,misc
# You ain't had nothin' softer,misc
"# Break it, then you buy it and it's sure gonna cost ya",misc
# Love so soft,misc
# That you can't rub off,misc
"# You gon' love it, if you try it",misc
"# Gotcha hooked, now you're caught up",misc
"# Love so soft, so soft",misc
"# Love so soft, so soft",misc
# If a thought was the truth,misc
# We'd be doin' all the kinds of things I know you wanna do,misc
"# But I need, need to know",misc
"# Will you protect me, respect me if I let you close",misc
# Let me in,misc
# I wanna be closer to you,misc
# Let you under my skin,misc
# If I let you in,misc
# You gotta be careful with it,misc
"# Let me tell you again, hey",misc
# Love so soft,misc
# You ain't had nothin' softer,misc
"# Break it, then you buy it, and it's sure gonna cost ya",misc
# Love so soft,misc
# That you can't rub off,misc
"# You gon' love it, if you try it, gotcha hooked,",misc
# Now you're caught up,misc
"# Love so soft, so soft",misc
"# Love so soft, so soft",misc
"# If you want this love, gotta hold it tight",misc
"# Never let it go, baby, let it give you life",misc
"# If you want this love, gotta hold it tight",misc
"# Never let it go baby, let it give you life",misc
# Love so soft,misc
# You ain't had nothin' softer,misc
"# Break it, then you buy it, and it's sure gonna cost ya",misc
# Love so soft,misc
# That you can't rub off,misc
"# You gon' love it, if you try it, gotcha hooked,",misc
# Now you're caught up,misc
"# Love so soft, so soft",misc
"# Love so soft, so soft",misc
"# Love so soft, so soft",misc
"# Love so soft, so soft",misc
"# Love so soft, so soft",misc
"# Love so soft, so soft",misc
"# Love so soft, so soft #.",misc
CHEERING AND APPLAUSE,use.social.convention
"Kelly Clarkson, and her singers and her band, oh!",use.social.convention
So good to have you back.,use.social.convention
"Good to see you, Kelly.",use.social.convention
Lovely to see you.,use.social.convention
Come and meet the guests.,use.social.convention
Jason.,use.social.convention
Sarah.,use.social.convention
Hugh.,use.social.convention
Nice to meet you.,use.social.convention
Nice to meet you as well.,use.social.convention
Very good.,use.social.convention
"So, now, that song...",use.social.convention
"This show, you get to drink!",use.social.convention
Whoo!,use.social.convention
The greatest.,use.social.convention
"The new album, it's called Meaning Of Life.",give.statement
It's out now.,give.statement
There it is.,respond.agree
"Yeah, just come out.",respond.agree
That song's obviously on it.,give.statement
"Now, this is, I was amazed by this fact.",give.statement
You win American Idol 15 years ago.,give.statement
This is your first album beyond that contract?,closed.question
Yes.,respond.agree
That's nuts.,relax.atmosphere
Insane.,relax.atmosphere
"I know, I know.",respond.agree
"It was successful, though.",give.statement
We had a very successful arranged marriage.,give.statement
"I was in a competition, you sign a contract.",give.statement
"It changes your life, there are pros and cons.",give.opinion
"But you've sold 25 million albums, you've won all of those Grammys.",give.statement
"Doesn't that give you a bit of, I can win a fight now?",closed.question
"Well it gives me, that's not even my best work,",give.statement
that's why I feel so excited about this album.,give.statement
This album is like so much better than those.,give.opinion
"I love those, I love singing them, I don't have a problem,",give.statement
I love all my hits that I've had.,give.statement
You are keeping your good ideas back for after the 15 years?,relax.atmosphere
No!,relax.atmosphere
Really restrained.,relax.atmosphere
A drawer of amazing songs.,relax.atmosphere
Here they are!,relax.atmosphere
"People will always be, like, are you nervous about this record?",recall
"Every time I'd have a new record, I'm like, no, because I haven't",recall
"really, I hadn't felt like I'd done my best yet.",recall
I haven't been able to really nail a record how I wanted to.,recall
Atlantic Records was amazing to work with.,give.opinion
This is a proud musical footprint for me.,give.opinion
"Great that after 15 years you get to feel like that,",give.opinion
"you get to feel, right, let's get started.",give.opinion
Yeah.,respond.agree
"It is, it's cool too because I think 15 years into any career,",give.opinion
"whatever your vocation is, it's exciting to have",give.opinion
something fresh going on.,give.opinion
You're a very different person than you were 15 years ago.,give.statement
"Oh, I don't know about you, but I hate my 20-year-old self.",respond.agree
"All my 20s I'm like, she's annoying!",give.statement
"She's annoying, she was very egocentric, dramatic.",relax.atmosphere
I'm still a bit dramatic!,relax.atmosphere
"I feel like, my life, especially having children,",give.statement
"you know, we have four kids, that's a lot of selflessness.",give.opinion
I think perspective changes.,give.opinion
"I think the last time you were here, Kelly brought her daughter.",give.statement
"River, she was young, yeah.",respond.agree
The happiest baby I've ever encountered.,give.opinion
Yeah and now...,give.statement
Miserable!,relax.atmosphere
LAUGHTER,use.social.convention
"She's super happy and all of a sudden, just super not.",give.statement
It's really fun!,relax.atmosphere
LAUGHTER,use.social.convention
"You didn't mean the word fun, then!",relax.atmosphere
"It's like, take the wine in a bathroom and cry it out.",give.statement
I don't want to kill her!,relax.atmosphere
I still love you!,relax.atmosphere
"She's super great, though.",give.statement
"Sometimes she's like this little unicorn, she's very",give.statement
"magical and infectious, in a good way.",give.opinion
And nearly extinct.,relax.atmosphere
"No, it's fictional, it was never a thing.",relax.atmosphere
Extinct!,relax.atmosphere
Am I wrong?,closed.question
Is it a real bear?,closed.question
"But isn't that the song, Love So Soft, that she likes?",closed.question
She does but she can't say her Fs yet.,respond.agree
So it sounds like her mother's an alcoholic,relax.atmosphere
"because she says ""love so sauce"".",recall
A very drunken love in our household.,relax.atmosphere
It's fun to hear her sing all the songs.,give.opinion
"Well, you did very well tonight.",give.opinion
Thank you so much.,use.social.convention
Congratulations on that album.,use.social.convention
"Kelly Clarkson, everybody.",use.social.convention
APPLAUSE,use.social.convention
"That's nearly it but before we go, just time for a visit",give.statement
to the big red chair.,give.statement
Who is there?,use.social.convention
Hello!,use.social.convention
Who are you?,use.social.convention
I'm John.,use.social.convention
"John, lovely, where are you from, John?",closed.question
"I live in London, originally from Northern Ireland.",respond.agree
Northern Ireland!,relax.atmosphere
Whereabouts in Northern Ireland?,closed.question
"Bangor, just outside Belfast.",respond.agree
Bangor's lovely.,give.opinion
A seaside resort.,respond.agree
"Oh, yes.",respond.agree
But you live here now?,closed.question
I do.,respond.agree
And what do you do here?,closed.question
I try to make it easier for people with disabilities to bank.,give.statement
To what?,closed.question
To bank!,respond.agree
LAUGHTER,use.social.convention
My career guidance officer never suggested that to me.,relax.atmosphere
I can't wait to hear his story now.,give.statement
"Off you go, sir.",use.social.convention
"So I got up one morning as usual, getting myself ready to go to work",recall
"and from getting out of bed, the 20 feet or so to",recall
"get to the bathroom, I was in excruciating pain around",recall
the rectal region.,recall
What?,recall
His bumhole.,recall
I get it!,recall
I'm concerned.,recall
I know what it is.,recall
Doctor Clarkson's very concerned!,recall
I think he should go to the ER and that point.,recall
"I did go to the doctors, got seen straightaway.",recall
"He says, can you remove your trousers and underwear and lie down",recall
and think happy thoughts.,recall
So he rummaged about.,recall
"And then he asked me a question, do you like asparagus?",recall
And pulled out and asparagus tip from my anus.,recall
"Bizarrely, I hadn't eaten asparagus for months.",recall
What?,recall
LAUGHTER,use.social.convention
What?,relax.atmosphere
I'm slightly offended!,relax.atmosphere
Answers on a postcard.,relax.atmosphere
What the hell was that about?,closed.question
Comes on national television and talks about anuses like that.,relax.atmosphere
Wouldn't it be harder to get in and get out because they're sort,relax.atmosphere
of weird at the top.,relax.atmosphere
"Oh, my gosh!",relax.atmosphere
"Also, did someone break into his house and insert some asparagus?",closed.question
"Because if it was cooked, surely that wouldn't hurt you, would it?",closed.question
I don't understand.,relax.atmosphere
"We've got questions, you shouldn't have tipped him.",relax.atmosphere
Get him out here!,relax.atmosphere
One more.,give.statement
"OK, here we go.",give.statement
Hello.,use.social.convention
What's your name?,closed.question
I'm Jane.,respond.agree
"Jane, where are you from?",closed.question
From Marlow in Buckinghamshire.,respond.agree
"Lovely, full address!",give.statement
And what do you do?,closed.question
I'm retired now but I was a practice manager at a health centre.,respond.agree
"Oh, OK.",give.statement
Medically based.,relax.atmosphere
Maybe she can explain the asparagus!,relax.atmosphere
No-one can explain the asparagus.,relax.atmosphere
Twitter's going to go crazy.,give.opinion
"All right, off you go with your story, Jane.",give.statement
So I'm a woman of a certain age and I got to a menopausal state,recall
when things were going wrong with my body etc so I had to mention,recall
"it to a friend that I was not coping particularly well and she said,",recall
I've got a great gadget for you.,recall
It's a magnet.,recall
"She gave me the magnet and said, you put it in your pants,",recall
it's the size of a £2 coin.,recall
Did it vibrate?,closed.question
Where are we going with this?,closed.question
LAUGHTER,use.social.convention
This sounds like a job for Aquaman!,relax.atmosphere
He can breathe underwater!,relax.atmosphere
"Oh, my God!",relax.atmosphere
Sorry.,relax.atmosphere
"We interrupted, you've got a magnet in your pants.",give.statement
I toddle off to work and I get into the office and I saw these,recall
"metal filing cabinets in the office so I thought, I wonder.",recall
So I lurched myself forward at one of the metal cabinets and attached,recall
"myself to the cabinet, to the hilarity of my",recall
office colleagues.,recall
And then my boss came in to try and find out,recall
"what the noise was and of course, there I was, attached to a filing",recall
cabinet by my pants.,recall
That's my story.,recall
It's a trigger finger.,relax.atmosphere
You wanted to save the nice lady?,closed.question
"Yeah, I liked her story very much.",respond.agree
Did you?,closed.question
I find you harsh!,relax.atmosphere
"Well done, everyone.",give.statement
"If you'd like to join us on the show and have a go in the red chair,",use.social.convention
you can contact us via our website at this address.,use.social.convention
That is it for tonight.,use.social.convention
Please say thank you to my guests.,use.social.convention
Jason Momoa!,use.social.convention
APPLAUSE,use.social.convention
Kelly Clarkson!,use.social.convention
Sarah Millican!,use.social.convention
And Mr Hugh Grant!,use.social.convention
CHEERING AND APPLAUSE,use.social.convention
"Next week is Children in Need, so we'll see you the Friday",use.social.convention
"after that with pop star Kesha, actor John Lithgow, Strictly",use.social.convention
"judge Shirley Ballas, the hilarious Will Ferrell,",use.social.convention
"the always entertaining Mark Wahlberg and, for the first",use.social.convention
"time, Oscar-winner Mel Gibson.",use.social.convention
I'll see you then!,use.social.convention
Goodnight.,use.social.convention
