U,L
You're steppin' on my foot. Go back outside.,give.statement
No! I can't sit there and let Spider-Man die,give.statement
without doing anything about it.,give.statement
I'm not doing that again.,give.statement
What?,closed.question
"Most people I meet in the workplace try to kill me,",give.statement
so you're a nice change of pace.,give.opinion
Mr. Fisk! Look at this data.,exclamation
"I know you can't really understand it,",give.statement
but these are really good numbers.,give.opinion
And I got the password.,give.statement
Mr. Fisk. If we fire again this week,give.statement
there could be a black hole under Brooklyn.,give.statement
You see this? And this?,closed.question
This is multiple dimensions,give.statement
beginning to crash into each other.,give.statement
This is pretty standard Spider-Man stakes.,give.opinion
You get used to it. Watch this.,give.statement
"He's gonna say, ""You've got 24 hours.""",quoted.speech
You've got 24 hours.,give.statement
What this means is there could be a rupture,give.statement
in the space-time continuum.,give.statement
Ooh. That's bad.,give.opinion
"Actually, everything she said was bad.",give.opinion
I was lying before.,give.statement
Okay. Hold on. Let me get you some more data.,give.statement
"What are you doing, bud? I can't move.",closed.question
"Okay, relax your fingers.",give.statement
We don't have time. Just let go. Be in the moment.,give.statement
I am in the moment. It's a terrible moment.,give.statement
I'm not refusing. No more excuses.,give.statement
I just need more time.,give.statement
They're right there. They're gonna see you.,give.statement
"Miles, you gotta unstick.",give.statement
What do you do to relax?,closed.question
"Relax. Okay, okay, okay.",respond.agree
"Needless to say, I",misc
"Oh, for crying out loud.",exclamation
"Callin' it quits Now, baby, I'm a wreck",misc
"You're a wreck, ooh",misc
just the worst.,give.opinion
"Miles, where did you go? I'm right here.",closed.question
Where? I can't see ya. I'm right in front of you.,give.statement
Can Spider-Man turn invisible? Not in my universe.,closed.question
Aah! You just poked me in my eye!,exclamation
This is incredible. Some kind of fight or flight thing.,give.statement
What's that?,closed.question
Remember this password. Come on.,give.statement
D-G-F-A-M-P-E-S-A-N-D Slow down!,exclamation
4-$-3-5-8-7-6-5-3-4-5-4-5-3-5. I need to write it down!,exclamation
Download the schematic.,give.statement
How do I do that? While I turn on the charm.,closed.question
Spider-Man?,closed.question
"Oh, hey. Didn't see you there.",give.statement
Wow.,relax.atmosphere
"Okay, I'm kinda freaking out right now.",give.statement
You're supposed to be dead.,give.statement
Surprise! O-Okay. That's-That's a no-no.,exclamation
We don't like that. This is fascinating.,give.opinion
"Okay, that's my face.",give.statement
An entirely different Peter Parker.,give.statement
"Little bit of a gut, perhaps from dimensional warping.",give.statement
"Oh, yeah-yeah-yeah. I was way flatter before I warped.",give.statement
Travel through the multiverse,give.statement
appears to have deteriorated the,give.statement
What was the rest?!,closed.question
"Hey, how old are you?",closed.question
'Cause you don't look a day over 35.,give.opinion
They said I was crazy! They said I was crazy!,exclamation
You showed 'em you're not crazy.,give.statement
This might pinch a little.,give.statement
I know. I just need to get these samples.,give.statement
Okay.,give.statement
"Organize your desktop, lady.",give.statement
Wow. Just complete cellular decay.,give.statement
I've never seen anything like this.,give.statement
What are you doing?,closed.question
I'm just taking the whole thing.,give.statement
And obviously you've been glitching.,give.statement
"""Glitchin'""? No. Why would you even say that?",quoted.speech
"If you stay in this dimension too long,",give.statement
your body's gonna disintegrate.,give.statement
"Do you know how painful that would be, Peter Parker?",closed.question
I don't know. You can't imagine.,give.statement
"And I, for one,",give.statement
can't wait to watch.,give.opinion
What did you say your name was?,closed.question
Dr. Olivia Octavius.,respond.agree
Can I assume that your friends call you Doc Ock?,closed.question
My friends actually call me Liv.,respond.deny
My enemies call me Doc Ock.,give.statement
I got this! Run!,quoted.speech
Who are you talking to?,closed.question
"I got it! Oh, you ""got it,"" Peter?",closed.question
"I got it handled, buddy!",exclamation
Everything is fine!,exclamation
"Okay, this is a little bit bad. You're chatty.",give.statement
Gotta go.,give.statement
This is the moment that I'm losin' the fight.,give.statement
Let me tell you the good news. We don't need the monitor.,relax.atmosphere
Peter!,exclamation
You didn't tell me you had an invisible friend!,give.statement
"Could you give me that back, young man?",closed.question
Peter!,exclamation
It's proprietary.,relax.atmosphere
Oh.,give.statement
This'd be a good time,give.opinion
to turn invisible. Yep.,give.opinion
"Okay, not gonna turn invisible. Selecting a bagel.",give.statement
Act super normal.,give.statement
Spider-Man?,closed.question
"You know, that's funny,",relax.atmosphere
I get that a lot. Hey.,relax.atmosphere
Spider-Man? Hey! Hands up!,exclamation
Now we do a switchy-switchy.,give.statement
What? Get back here!,exclamation
Where do you think you're going?,closed.question
"He took a bagel! Time to swing,",give.statement
just like I taught ya. When did you teach me that?,closed.question
I didn't. It's a little joke for team-building.,relax.atmosphere
Hey! Hey! Hey!,exclamation
"All right, you ready? Of course I'm not ready!",respond.deny
I can't do this yet!,exclamation
Everybody knows that the best way to learn,give.opinion
is under intense life-threatening pressure.,give.opinion
"Oh! Come on, come on, come on.",exclamation
Uh-oh.,exclamation
What are you doing down there?,closed.question
I run better than I swing.,give.opinion
You gotta swing or they'll catch you.,give.statement
This is what you wanted.,give.statement
Uh-oh.,exclamation
"Come back, little boy.",exclamation
Aim with your hips! Look where you want it to hit.,give.statement
Square your shoulders. Don't forget to follow through!,exclamation
Don't shoot off your back foot.,give.statement
That's too many things! Then stop listening to me!,give.opinion
That's the best idea you've had all day!,exclamation
"Nice, Miles!",exclamation
I'm doin' it. Good. You're doin' it.,give.statement
Double tap to release and thwip it out again.,give.statement
Okay. Thwip and release.,give.statement
And thwip. Release. Thwip. And release.,give.statement
You're a natural. Thwip. And release! Thwip. Release.,give.opinion
Feel the rhythm? Thwip. And release!,exclamation
"Good, Miles.",give.opinion
"I gotta say, you're amazing, man.",give.opinion
We're a little team!,exclamation
Me as the teacher who could still do it.,give.opinion
"You as the student who can do it, just not as good.",give.statement
I'm proud of us. Is there something you want to say to me?,closed.question
Peter!,exclamation
What the? Who did that?,closed.question
"Hey, guys.",use.social.convention
Gwanda?,closed.question
"It's Gwen, actually.",give.statement
"Oh, you know her. Very cool.",give.opinion
I'm from another dimension.,give.statement
"I mean, another-another dimension.",give.statement
"All right, people. Let's start at the beginning one last time.",inner.dialogue
My name is Gwen Stacy.,use.social.convention
I was bitten by a radioactive spider.,recall
"And for the last two years,",recall
I've been the one and only Spider-Woman.,recall
You guys know the rest.,inner.dialogue
I joined a band.,recall
Saved my dad.,recall
"I couldn't save my best friend,",recall
"Peter Parker,",recall
so now I save everyone else.,recall
"And I don't do friends anymore,",recall
just to avoid any distractions.,recall
And one day this weird thing happened.,recall
"And I mean, like, really weird.",give.opinion
I was blown into last week.,recall
Literally.,inner.dialogue
"I landed in New York, but not my New York.",inner.dialogue
"Lucky for these folks,",give.opinion
Spider-Man was there to save the day.,give.opinion
My Spider-sense told me to head to Visions Academy.,give.statement
You guys are early.,give.statement
Wasn't sure why until I met you.,give.statement
Oh!,exclamation
I like your haircut.,relax.atmosphere
You don't get to like my haircut.,respond.deny
Let's go.,give.statement
How many more Spider-People are there?,closed.question
Save it for Comic-Con.,relax.atmosphere
What's Comic-Con? Whoa!,closed.question
"You're dead, Spider-Man.",give.statement
Wilson! What are you doing?,quoted.speech
"Vanessa. Richard, come on.",quoted.speech
Vanessa! Richard!,quoted.speech
No!,quoted.speech
"Don't look back, honey. It's okay. It's okay.",quoted.speech
I killed Spider-Man.,give.statement
Why did I just see two more?,closed.question
"There's three, actually.",give.statement
"No, this is good. This is very, very good.",give.opinion
This means you get what you want.,give.statement
It means my collider works.,give.statement
All we have to do is kill a couple of Spiders.,give.statement
And the collider will bring your family back.,give.statement
As many families as you want.,give.statement
"Tomorrow, at my collider.",give.statement
Our collider.,give.statement
He broke this?,closed.question
"Yeah. He's actually really embarrassed about it,",respond.agree
"so just keep it between us, okay?",closed.question
I know where we can make a new one.,give.statement
And we won't let him break it this time.,give.statement
I'm sorry about your friend.,give.statement
"Thanks, Miles.",respond.agree
I know how hard this is.,give.opinion
To have to figure this stuff out on your own.,give.opinion
It's kinda nice not being the only Spider-person around.,give.opinion
Yeah.,respond.agree
"If you ever decide to do friends again,",relax.atmosphere
I could always open up a slot.,relax.atmosphere
I'll keep you posted.,relax.atmosphere
Cool.,relax.atmosphere
We should probably go.,give.statement
"Peter, we're literally on the doorstep.",give.statement
Bad idea. Bad idea.,give.opinion
Just relax. This is a bad idea.,give.opinion
"You guys are all very sweet,",give.statement
"but no more fans today, please.",give.statement
I'm not ready for this.,give.opinion
Peter?,closed.question
"Hey, Aunt May.",use.social.convention
"So this is gonna sound crazy,",give.opinion
but I'm pretty sure that I'm from an,give.opinion
An alternate dimension.,give.statement
Yeah.,respond.agree
"You look tired, Peter.",give.opinion
"Well, I am tired.",respond.agree
And older. And thicker. Yeah. I've heard that already.,give.opinion
"Oh, jeez. Are those sweatpants?",closed.question
"Yup, that's what they are.",respond.agree
"I was there,",recall
when it all happened.,recall
I am so sorry.,use.social.convention
And what dimension are you from?,closed.question
Brooklyn.,respond.agree
Did Peter have a place where we could make another one of these?,closed.question
A goober.,give.statement
Follow me.,give.statement
"Oh, yeah, I got one of these, too.",relax.atmosphere
"A little, old shed where I keep my Spider-gear.",give.statement
"I mean, this place is pretentious.",give.opinion
Whoa.,relax.atmosphere
Dude. Was yours anything like this?,closed.question
"Mine was like this,",deflection
"but take away the jeep, the plane.",deflection
Imagine it way smaller. Imagine a futon.,recall
I feel sad for this guy.,relax.atmosphere
"Hey, Peter.",give.statement
I think this is a cape.,relax.atmosphere
Peter knew how dangerous the job was.,give.statement
But he figured the only one who could stop this guy,give.statement
was Spider-Man.,give.statement
Kingpin knows we're coming.,give.statement
We're going to be outnumbered.,give.opinion
Don't be so sure.,respond.deny
You might need these.,give.opinion
You think you're the only people who thought to come here?,closed.question
"Hey, fellas.",use.social.convention
Is he in black and white?,closed.question
Where's that wind coming from? We're in a basement.,relax.atmosphere
"Wherever I go, the wind follows.",relax.atmosphere
"And the wind, it smells like rain.",give.statement
"Hi, guys!",use.social.convention
Speaking Japanese,use.social.convention
This could literally not get any weirder.,give.opinion
It can get weirder.,respond.deny
I just washed my hands. That's why they're wet.,give.statement
No other reason.,give.statement
You're like me.,give.opinion
My name is Peter Parker.,use.social.convention
My name is Peni Parker.,use.social.convention
My name is Peter Porker.,use.social.convention
I was bitten by. I was bitten by,recall
a radioactive spider. A radioactive pig.,recall
"In my universe, it's 1933,",recall
and I'm a private eye.,recall
"I like to drink egg creams,",recall
and I like to fight Nazis. A lot.,recall
I'm from New York in the year 3145.,recall
I have a psychic link with a spider,recall
who lives inside my father's robot.,recall
And we're best friends. Forever.,recall
Sometimes I let matches burn down to my fingertips,recall
"just to feel something, anything.",recall
I'm a photographer for the Daily Beagle.,recall
"When I'm not pooching around, I'm working like a dog,",recall
trying to sniff out the latest story.,recall
I frolic and I dance And I do this With my pants,recall
Okay! Enough!,exclamation
So how did you get here?,closed.question
"Well, it's kind of a long story.",deflection
Maybe not that long.,give.opinion
And now we're just trying to find a way home.,give.statement
The only way home is back through that collider gizmo.,give.statement
The only trouble is,give.statement
One of us has to stay behind and destroy it.,give.statement
I'll do it. I'll do it. I'll do it.,give.statement
"No, no, no. You guys don't get it.",respond.deny
Don't get what?,closed.question
"None of you can stay here. If you stay here, you'll die.",give.statement
I'm the guy who's gonna turn it off.,give.statement
And I'm gonna get you all home before I do.,give.statement
"Look, I made a promise. So I have to keep it.",give.statement
Who are you again?,closed.question
This is Miles.,use.social.convention
And he's gonna save the multiverse.,give.statement
"Yeah, man. This kid can turn himself invisible.",give.statement
Watch this. He can do it now.,give.statement
I can't do it on command. He can't do it on command.,give.statement
"But it is cool. Show 'em the zappy thing, Miles.",give.opinion
Can't do it on command. He can't do it on command.,give.statement
But he can do so much more. What else do you do?,closed.question
Just those two things. Just those two things.,respond.agree
"Aw, man.",exclamation
"Look, I've seen him in action. He's got potential.",give.opinion
I think he's gonna get us home.,give.opinion
"Okay, little fella,",give.statement
Kingpin's gonna send a lot of mugs after ya.,give.statement
"I'm talkin' hard boys, real biscuit boxers.",give.statement
Can you fight them all off at once?,closed.question
I haven't actually fought anyone.,respond.deny
Surprise attack!,exclamation
Can you rewire a mainframe while being shot at?,closed.question
Can I what? Show me!,exclamation
Surprise attack!,exclamation
Can you swing and flip with the grace of a trained dancer?,closed.question
Can you close off your feelings so you don't get crippled,closed.question
by the moral ambiguity of your violent actions?,closed.question
Can you help your aunt create an online dating profile,closed.question
so she can get out of the dang house once in a while?,closed.question
Can you float through the air when you smell a delicious pie?,closed.question
What? Can you be strong?,closed.question
Ruthless? Disciplined?,closed.question
I don't know. Maybe.,deflection
"Psychic? Show me some moxie, soldier!",closed.question
"Above all, no matter how many times you get hit,",closed.question
can you get back up?,closed.question
'Cause when a Spider-Man is on the floor,give.opinion
When you think you can't keep goin',give.opinion
"Come on, Miles. Come on. You can do it.",give.opinion
"You can do this. Guys, cool it.",give.statement
"Come on. You can do it! Get up, Miles.",give.opinion
"Come on, Miles. Get up.",give.opinion
You need to be more honest with yourself about this.,give.opinion
He's not ready. It's obvious.,give.opinion
There's no way. He's just a kid.,give.opinion
"If he can't do this,",give.opinion
we have to stay and do it for him.,give.opinion
He's looking right at us while we talk about him.,give.statement
Miles?,closed.question
Miles?,closed.question
"You see that? He can, um",closed.question
He can turn invisible.,give.statement
When it gets dark Outside,misc
In you I confide,misc
You help me face my demons I won't hide,misc
"Miles, what is going on with you?",quoted.speech
Nobody's heard from you. We don't know what's going on.,quoted.speech
"If you're hidin' something from us, you need to come clean.",quoted.speech
You call me back. Now.,quoted.speech
He's not answering me either.,give.statement
It's Aaron. I'm outta town for a few days.,quoted.speech
I'll hit you when I'm back. Peace.,quoted.speech
"Aaron, it's Jeff.",give.statement
"Look, I need you to call me if you've heard from Miles.",give.statement
He has a,give.statement
"He has a soft spot for you,",give.statement
and we haven't heard from him.,give.statement
And you know I wouldn't reach out if this wasn't important.,give.statement
Hope you're good.,give.statement
Dear Uncle Aaron.,inner.dialogue
"I gotta do something, and I don't know if I can do it.",inner.dialogue
"I'm scared, man.",inner.dialogue
I'm just tired of lettin' everybody down.,inner.dialogue
You're the only one I can talk to.,inner.dialogue
I just wish you were here.,inner.dialogue
"Hello, Mr. Fisk.",use.social.convention
I've got the security tapes from the tunnel right here.,give.statement
"If the kid's out there, I'll find him.",give.opinion
"You know me, sir. I don't ever quit.",give.statement
Personal insanity They gotta like the ally,misc
Turn it up Against the rally,misc
You're running in While they're counting,misc
"Even score, got the tally Knock 'em off at the finale",misc
"Go, go! They don't want it, yeah",misc
"They don't want it, yeah",misc
This is,give.statement
Purple. No.,respond.deny
Blue? No.,respond.deny
Has anyone heard from Miles?,closed.question
"Look, he's just clearing his head. I know the kid.",give.opinion
He's got what it takes.,give.opinion
"I bet you he's gonna come back through that door,",give.opinion
recharged and ready to fight.,give.opinion
"My uncle. Hey, where have you been?",closed.question
"My uncle Aaron, he's he's-he's the Prowler. He",give.statement
"Slow down, Miles. Slow down. He works for Kingpin.",give.statement
He tried to kill me!,exclamation
This is a pretty hard-core origin story.,give.opinion
It's okay. It's okay. We're gonna figure it out.,give.statement
"Were you followed? No, I don't think so.",closed.question
"Cute place. Real homey. Oh, great. It's Liv.",give.opinion
I guess I was followed.,give.statement
"Oh, no.",give.statement
"Get out of here, kid.",give.statement
"You messed up bigtime, kid. Very sloppy.",give.opinion
Speaks Spanish,give.statement
"Let me guess. You're Scorpion. Well, we're the Spider, uh, gang.",relax.atmosphere
Would you mind taking this outside?,closed.question
"We don't pick the ballroom, we just dance.",respond.deny
"Ooh, I think I'll be taking that.",give.statement
"Stand, niñito, dale. Prepárate a morir.",give.statement
"Man, stupid pillows.",give.statement
"I said, take it outside!",exclamation
I got it!,exclamation
"I got this, buddy. Leave the kid alone!",exclamation
"No, no, no! No!",exclamation
"You gotta go, man.",give.statement
"All vehicles in the area, we have a disturbance",give.statement
involving multiple Spiderpeople?,closed.question
Yeah. On my way.,respond.agree
Give me that thing.,give.statement
"Don't be stupid, kid. Hand it over, now!",give.statement
Nowhere left to run.,give.statement
Miles?,closed.question
Uncle Aaron.,give.statement
"Oh, no, no, no, no, no.",respond.deny
"Please, Uncle Aaron.",give.statement
Prowler.,give.statement
What are you waitin' for? Finish it.,closed.question
Get out of here!,exclamation
No.,respond.deny
Miles.,give.statement
Uncle Aaron.,give.statement
This is my fault.,give.opinion
"No, Miles.",respond.deny
I'm sorry.,use.social.convention
I wanted you to look up to me.,give.statement
"I let you down, man. I let you down.",give.opinion
"You're the best of all of us, Miles.",give.opinion
You're on your way.,give.opinion
Just keep going.,give.statement
Just keep going.,give.statement
Hands up!,give.statement
Put your arms up. Now!,exclamation
Turn around.,give.statement
Hey! Hey!,exclamation
"Aaron. Aaron, no. No!",exclamation
All units.,give.statement
I want an APB on a new Spider-Man.,give.statement
"Hey, bud.",use.social.convention
You okay?,closed.question
"We've all been there. You know, for me,",give.statement
it was my Uncle Ben.,recall
"For me, it was my Uncle Benjamin.",recall
"For me, it was my father.",recall
"For me, it was my best friend.",recall
"Miles, the hardest thing about this job is",give.opinion
you can't always save everybody.,give.opinion
"Look, it was my fault. You wouldn't understand.",give.opinion
"Miles, we're probably the only ones who do understand.",respond.deny
"Oh, no.",give.statement
Who in here trying To start a riot?,misc
"That way, that way.",misc
"Other way, other way, other way, other way.",misc
Who that swinging In the air?,misc
Hey there.,use.social.convention
Do animals talk in this dimension?,closed.question
'Cause I don't wanna freak him out.,relax.atmosphere
"Let's stand up, stand up You better just fix your",misc
What's going on?,closed.question
"Bye, Miles.",use.social.convention
"Miles, I came to say goodbye.",give.statement
We can say goodbye at the collider.,give.statement
You're not getting it. You're staying here.,respond.deny
I need to be there. So you can all go home.,give.statement
"They are going home, Miles. I'm the only one stayin'.",give.statement
"You're taking my place? If you stay here, you'll die.",closed.question
I'm doing what needs to be done.,give.statement
I just wanted you to hear it from me.,give.statement
What about MJ?,closed.question
"Not everything works out, kid.",give.statement
I need the goober.,give.statement
Please don't make me take it from you.,give.statement
That's not fair!,exclamation
You gotta tell them I can do this.,give.statement
It wasn't their decision.,give.statement
I gotta make Kingpin pay! You have to let me make him pay!,exclamation
"Miles, you're gonna get yourself killed.",give.opinion
But I'm ready. I promise!,give.opinion
Then venom-strike me right now.,give.statement
Or turn invisible on command so you can get past me.,give.statement
"Look, I know how much you want this, kid.",give.opinion
Poor little guy.,relax.atmosphere
But you don't have it yet.,give.opinion
I'm sorry.,use.social.convention
When will I know I'm ready?,closed.question
You won't. It's a leap of faith.,respond.deny
"That's all it is, Miles.",give.statement
A leap of faith.,give.statement
Miles.,give.statement
"Miles, it's your dad.",use.social.convention
Please open the door.,give.statement
"Miles, I can see your shadow movin' around.",give.statement
"Yeah, okay, I get it. I get it. You're still ignoring me.",relax.atmosphere
"Look, can we talk for a minute?",closed.question
Something,give.statement
Something happened to,give.statement
"Look, sometimes people drift apart, Miles.",give.statement
"And I don't want that to happen to us, okay?",closed.question
I know I don't always do what you need me to do,give.statement
or say what you need me to say.,give.statement
I see this spark in you. It's amazing. It's why I push you.,give.opinion
But it's yours.,give.statement
"Whatever you choose to do with it, you'll be great.",give.opinion
"Look, call me when you can. Okay?",closed.question
I love you.,give.statement
"You don't have to say it back, though.",relax.atmosphere
200 miles per hour With a blindfold on,misc
"Mama always asking ""Where did I go wrong?""",misc
"Took you long enough. What's up, danger?",give.opinion
"Ah, what's up, danger?",misc
I see this spark in you.,recall
It's amazing.,recall
"Whatever you choose to do with it, you'll be great.",recall
Our family doesn't run from things.,recall
"You're the best of all of us, Miles. You're on your way.",recall
Just keep going.,recall
When do I know I'm Spider-Man?,recall
You won't.,recall
"That's all it is, Miles.",recall
A leap of faith.,recall
"Like, what's up, danger?",misc
"Like, what's up, danger?",misc
"Like, what's up, danger?",misc
"Like, what's up, danger?",misc
Made 'em myself.,give.statement
They fit perfectly.,give.opinion
Can't stop me now Traveled 200 miles,misc
I'm knockin' at your door And I don't really care,misc
If you ain't done wrong I said I got you now,misc
"Come on, what's up, danger?",misc
Don't be a stranger,misc
I'm right here at your door,misc
"I won't leave, I want more",misc
"What's up, danger?",misc
"Yeah, what's up, danger?",misc
Can't stop me now,misc
"'Cause I like high G's Sister, I might lose",misc
"I like it all on the edge Just like you, hey",misc
I like tall buildings So I can leap off of 'em,misc
I go hard with it No matter how dark it is,misc
"Come on, what's up, danger?",misc
Kingpin has a private elevator entrance,give.statement
from his penthouse to the collider below.,give.statement
Didn't count on having an audience.,give.statement
You gotta be kidding me.,relax.atmosphere
Thank you. It's nice to be with you this evening,give.statement
to celebrate Spider-Man.,give.statement
He and I were very close,give.statement
What a pig. I'm right here.,relax.atmosphere
Hold on. Get a load of how the waiters are dressed.,give.statement
"It's in poor taste, but",give.opinion
It can't be that easy.,give.opinion
It's that easy.,respond.deny
I just wanna thank Mary Jane Parker,give.statement
for being here this evening.,give.statement
MJ?,closed.question
"Pay attention. It's not your MJ, Peter, okay?",respond.deny
"I'm sorry, I'll be right back.",give.statement
Peter! Come here. Trust me.,exclamation
I've been there.,give.statement
"You gotta move on, buddy. It will take one second. Let me just",give.opinion
Oooh!,exclamation
"Hello. Oh, wow.",use.social.convention
Um I just wondered,give.statement
if we could have some more bread at table 12.,give.statement
Yeah.,respond.agree
I'm just I'm really sorry.,use.social.convention
Oh! Don't be sorry. It's just bread.,give.statement
I wasn't there for you when you needed me.,give.statement
Mm-hmm. I didn't even try.,give.statement
"That's fine. You know, I should really get going.",give.statement
I know I could do better,give.statement
if I just had another chance,give.statement
to give you the bread that you deserve.,give.statement
Are you okay?,closed.question
We'll take care of that bread right now.,relax.atmosphere
"Well, it's been nice talking to you.",give.statement
"For you, they should fill this place up with fresh bread.",give.statement
"You all right, man? Oh, yeah. Totally.",closed.question
"Good, 'cause we are not getting any bread.",respond.agree
I'm just sorry my family can't see,give.statement
what we're doing here tonight.,give.statement
Initializing primary ignition sequence.,give.statement
Sleep.,give.statement
Start the sequence.,give.statement
Uploading Vanessa Fisk and Richard Fisk DNA sequence.,give.statement
Beginning scan for dimensional matches.,give.statement
"Secondary ignition in five, four,",give.statement
"three, two, one.",give.statement
"Peter, you don't have to stay behind. I can do it.",give.statement
It's okay.,give.statement
I've made up my mind.,give.statement
I'll put the goober in and take over the beam.,give.statement
"After you're gone, I'll blow it up.",give.statement
"Good luck, guys.",use.social.convention
They know we're here.,give.statement
"Nice to see you again, Peter.",relax.atmosphere
I got you covered!,exclamation
Oh! These guys are the pits.,give.statement
Why is this always difficult?,closed.question
"Where you going, Peter?",closed.question
Any last words?,closed.question
Can I get a minute to think about it? You have a pen?,closed.question
"Goodbye, Peter Parker.",give.statement
Who did that?!,closed.question
Miles? Spider-Man?,closed.question
"Wow, Miles. You're doing it on command!",exclamation
"It's about time, right?",closed.question
Look who's here! You figured it out.,give.statement
I love you! I am so proud of you!,exclamation
Do I want kids?,relax.atmosphere
"Oh, yeah, I forgot about her.",relax.atmosphere
"Well, that doesn't look promising.",give.opinion
"No, it doesn't.",respond.agree
I've got genetic matches. Hold on.,give.statement
It's too risky.,give.statement
Shut up and turn it up.,give.statement
On your left! On your right!,exclamation
I got five o'clock! Three o'clock! Two o'clock!,exclamation
Every direction!,give.statement
Get to a shelter. I'll be right there.,give.statement
Speaks Spanish,give.statement
"I tried the school, but I can't get through.",give.statement
"Guys, are you seeing this?",closed.question
Looks like our dimensions are coming to us.,give.statement
"Does look cool though, right?",closed.question
We gotta get back up there.,give.statement
Is that all you got?,closed.question
You gonna fight or you just bumping gums?,closed.question
You hard-boiled turtle slapper!,exclamation
Speaks Spanish,give.statement
"What are you, some kind of silly cartoon?",closed.question
You got a problem with cartoons?,closed.question
Blammo!,exclamation
Aww,exclamation
Did that feel like a cartoon?,closed.question
Gwen!,exclamation
I like your suit.,give.opinion
Thanks. I made it myself.,give.statement
"That was adorable, team! Now, hold on tight!",relax.atmosphere
"Buckle up, guys. This is gonna take a while.",give.opinion
All right. Never mind.,relax.atmosphere
Let's end this thing.,give.statement
"Guys, I got it.",give.statement
I'll go. I'm the one with the goo,give.statement
"Oh, you gotta be kidding me.",give.statement
Don't watch the mouth. Watch the hands.,relax.atmosphere
Miles! Be careful!,exclamation
That was crazy.,give.statement
"We taught him that, right?",closed.question
I didn't teach him that. And you definitely didn't.,respond.deny
You okay?,closed.question
Come on.,give.statement
"Guys, I got control of the beam! Get up here!",exclamation
Alert! Quantum polarity has been reversed.,give.statement
Guess this is it.,use.social.convention
"Well, nice to know we're not alone.",give.opinion
Right? Yeah.,respond.agree
"I got the portal open. You first, Peni.",give.statement
"Thank you, Miles.",use.social.convention
From both of us.,use.social.convention
"I, uh, love you all.",give.statement
I'm taking this cube thing with me.,give.statement
I don't understand it.,relax.atmosphere
But I will.,relax.atmosphere
I want you to have this.,relax.atmosphere
It'll fit in your pocket.,relax.atmosphere
"That's all, folks.",use.social.convention
"Is he allowed to say that, legally?",relax.atmosphere
Do I get to like the hairdo now?,closed.question
You know I'm older than you.,deflection
"15 months, but it's pretty significant if you ask me.",give.opinion
"Well, Einstein said time was relative, right?",closed.question
Nice.,respond.agree
Friends?,closed.question
Friends.,respond.agree
Cool.,give.statement
"See you around, Spider-Man.",use.social.convention
Your turn.,give.statement
"Yeah, yeah. Right.",give.statement
You're not going anywhere!,exclamation
I'll hold him off. You shut this down.,give.statement
"Peter, that wasn't the deal!",exclamation
Push the green button! Do not wait for me!,exclamation
What are you doing? You gotta go home!,closed.question
This guy could kill you! I can't let Spider-Man die.,give.statement
Neither can I.,give.statement
It's okay.,give.statement
"Yeah, it is okay.",give.statement
"You gotta go home, man.",give.opinion
How do I know I'm not gonna mess it up again?,closed.question
You won't.,give.statement
Right.,respond.agree
It's a leap of faith.,relax.atmosphere
"Not bad, kid.",give.opinion
Kingpin!,exclamation
Nope!,exclamation
Sorry! That's cheating.,exclamation
Adiós.,use.social.convention
I gotta get to that button.,give.opinion
"Oh, no.",give.statement
"Not so easy doing it on your own, is it?",closed.question
I can't wait to kill one more Spider-Man.,give.opinion
Where am I? What?,closed.question
Wilson?,closed.question
"Is this what you want, man? What are you doing?",closed.question
Vanessa. Vanessa.,give.statement
"What are we doing here? I don't know, Richard.",closed.question
It's me. You know me.,give.statement
We're leaving now.,give.statement
Don't go.,give.statement
Stay with me.,give.statement
Please!,exclamation
You're not stopping this. Not today.,give.statement
I am stopping this. Right now!,respond.deny
I need backup.,give.statement
Come on.,give.statement
The real Spider-Man couldn't even beat me.,give.statement
You're nothing!,exclamation
You took my family.,give.statement
And now I'm gonna make sure you never see yours again.,give.statement
"Get up, Spider-Man.",give.statement
Get up! Come on!,exclamation
Come on. Come on. Come on.,give.statement
I'll always have my family.,give.statement
You ever hear of the shoulder touch?,closed.question
What?,closed.question
Hey.,quoted.speech
"Hey, Kingpin! Push the green button for me!",relax.atmosphere
Miles? Miles? Miles? A-A-A-Are you okay?,closed.question
"Yeah, I'm okay.",respond.agree
"You're probably busy, so",give.opinion
"No, no no! I can talk, I can talk.",respond.deny
"Look, so I came by earlier because, uh",give.statement
"Your uncle I know, Dad.",give.statement
I am so sorry.,use.social.convention
Yeah.,respond.agree
Do you know who did it?,closed.question
I thought I did.,respond.deny
But I was wrong.,respond.deny
"Look, Miles, what I said at the door,",give.statement
it wasn't just talk.,give.statement
"Look, you know, I was thinking",give.statement
"maybe we could find a nice wall,",give.statement
"privately owned, Okay, dad.",respond.agree
"Like at the police station, Okay.",relax.atmosphere
"And you could ""throw up"" some of your art.",give.statement
"Man, I'm bad at this.",give.opinion
"Okay, Miles. Miles? You there?",closed.question
"Oh, come on, man. C-Mobile!",exclamation
Officer. Spider-Man!,give.statement
"Listen, down there, that was",give.statement
"I I mean, I owe you",give.statement
Ooo-kay!,relax.atmosphere
I look forward to workin' with you.,use.social.convention
"Yeah, yeah, yeah, me, too. I guess.",respond.agree
"I-I-I don't approve of your methods,",give.opinion
but we're just gonna have to agree to disagree.,give.statement
Thank you for your bravery tonight.,use.social.convention
I love you.,give.statement
