U,L
"Footloose came to town, I went to that movie,",recall
and you were my daddy.,recall
And the next night I took my dad to that film without telling him,recall
what it was about.,recall
At this time tears were streaming down his face.,recall
"He said, I just have to tell you, because of your performance I was",recall
the first one of six children that got to go to his high school prom.,recall
Aww.,relax.atmosphere
Now I never took Footloose that seriously.,give.statement
"I mean, that was always my teenybopper film.",give.opinion
Yeah.,respond.agree
"It's just, it's the best evidence I've",give.opinion
ever heard that you just never know what you're throwing out there.,give.opinion
That sounds such...,give.opinion
"I love that story, it's so sweet.",give.opinion
APPLAUSE,use.social.convention
"Now, Shirley, you were saying in your previous life",give.statement
you were a dance teacher.,give.statement
Have you knocked that on the head now?,closed.question
"No, I still do that.",respond.deny
"Oh, you will very soon.",relax.atmosphere
That will become tedious to you really quickly.,relax.atmosphere
"Will Ferrell, you have a love of dance, I know.",give.opinion
If Shirley volunteered to show you a couple of simple moves...,give.opinion
Well...,give.statement
"Yes, of course.",respond.agree
I can already tell she doesn't believe in my ability.,relax.atmosphere
I believe in your ability.,relax.atmosphere
"I mean, everyone got rave reviews.",relax.atmosphere
You have that funny left arm.,relax.atmosphere
I had the bad left arm.,relax.atmosphere
"You could make up for it now, right?",closed.question
Yeah.,respond.agree
What could you show him that would be very quick?,open.question
I could show you a Cucaracha.,respond.agree
"OK, fine.",respond.agree
"You're playing Hero, the music, right?",closed.question
"OK, yes.",respond.agree
Because that's a rumba.,give.statement
OK.,give.statement
That's a sensual dance.,give.opinion
"Hold on, I'll be doing a Cucaracha or rumba?",closed.question
Which is it?,closed.question
"The action we're going to use is a Cucaracha, but the dance",respond.agree
we are going to do is the rumba.,give.statement
I am totally lost.,give.statement
Close your eyes and try not to get too excited down,relax.atmosphere
in the nether regions.,relax.atmosphere
OK.,respond.agree
"How about if you could just go side, replace, close?",open.question
If you could just do that for me?,open.question
"Side, replace, close.",give.statement
I love that I'm the only one that has to do this.,relax.atmosphere
"Me too, I love it.",respond.agree
"Side, replace, close.",give.statement
"Side, replace, close.",give.statement
"You're not supposed to say it out loud, right?",closed.question
"No, no, no.",respond.deny
But whatever I do...,give.statement
"Side, replace, close.",misc
"Side, replace, close.",misc
There you go.,give.statement
"Oh, yes.",relax.atmosphere
APPLAUSE.,use.social.convention
"That little hip going, we'll have a bit of that.",give.statement
"So, no matter what I do, you're going to do that.",give.statement
My left arm is acting up.,relax.atmosphere
Are we ready for the music?,closed.question
"Yes, we're ready for the music.",respond.agree
Let's play the music.,give.statement
Why are you looking at me?,open.question
Are you ready?,closed.question
I'll start you.,give.statement
Can you keep that rhythm?,closed.question
Probably not...,respond.deny
Doesn't matter what I do.,give.statement
I just keep doing that?,closed.question
Beautiful.,respond.agree
Beautiful.,respond.agree
"Oh, my God, they're doing this so well.",give.opinion
The Cucaracha!,give.statement
Beautiful.,use.social.convention
Come and sit down.,give.statement
Never too early for a 10 from Shirley.,give.opinion
Beautiful.,respond.agree
"Right, it's time for music.",give.statement
"You rocked that shit, bro, you killed it.",relax.atmosphere
"Oh my God, you were just doing it.",relax.atmosphere
That's my boy!,relax.atmosphere
Beautiful.,respond.agree
"Right, it's time for music.",give.statement
"This award-winning hit maker is back with a number one album, Rainbow.",use.social.convention
"Performing Learn to Let Go, it is Kesha.",use.social.convention
# Been a prisoner of the past,misc
# Had a bitterness when I looked back,misc
# Was telling everyone it's not that bad,misc
# Til all my shit hit the fan,misc
# I know I'm always like telling everybody,misc
"# ""You don't gotta be a victim",misc
"# Life ain't always fair, but hell is living in resentment",misc
"# Choose redemption, your happy ending's up to you""",misc
# I think it's time to practice what,misc
# I preach,misc
# Exorcise the demons inside me,misc
"# Woah, gotta learn to let it go",misc
# The past can't haunt me if I don't let it,misc
# Live and learn and never forget it,misc
"# Whoa, gotta learn to let it go",misc
# Had a boogeyman under my bed,misc
# Putting crazy thoughts inside my head,misc
"# Always whispering, ""It's all your fault""",misc
"# He was telling me, ""No, you're not that strong""",misc
"# I know I'm always like telling everybody,",misc
"# ""You don't gotta be a victim",misc
"# Life ain't always fair, but hell is living in resentment",misc
"# Choose redemption, your happy ending's up to you""",misc
# So I think it's time to practice what I preach,misc
# Exorcise the demons inside me,misc
"# Whoa, gotta learn to let it go",misc
# The past can't haunt me if I don't let it,misc
# Live and learn and never forget it,misc
"# Whoa, gotta learn to let it go",misc
# I'm done reliving my bad decisions,misc
# I see now maybe there's a reason,misc
"# Why, I, I, I, I, I, I been through hell and back",misc
"# Yeah, honestly, it's what made me who I am",misc
# Holding on to wasted time,misc
# Gotta learn to let go in life,misc
# So I think it's time to practice what I preach,misc
# Exorcise the demons inside me,misc
"# Whoa, gotta learn to let it go",misc
# The past can't haunt me if I don't let it,misc
# Live and learn and never forget it,misc
"# Whoa, gotta learn to let it go",misc
"# Hey-eh-eh-eh, yeah",misc
"# Hey-eh-eh-eh, yeah",misc
"# Learn to let go, learn to let go",misc
"# Hey-eh-eh-eh, yeah",misc
"# Hey-eh-eh-eh, yeah",misc
"# Learn to let go, learn to let go.#",misc
Kesha everybody!,use.social.convention
Come on over.,give.statement
A hat for the couch.,use.social.convention
Beautiful.,use.social.convention
Hello!,use.social.convention
How are you?,use.social.convention
Good.,use.social.convention
If you could just move up a bit.,give.statement
"Mark, Mel, John, Will...",use.social.convention
If you all squeeze up there's room at the end.,give.statement
"Now, Shirley, did you watch Kesha walk over?",closed.question
Is she a dancer?,closed.question
"Yes, yes she's got rhythm.",respond.agree
Oh God.,relax.atmosphere
"Excellent, very good.",respond.agree
"Now, Kesha, that is of your new album, Rainbow.",closed.question
Yeah.,respond.agree
"And huge congratulations, this is out now.",use.social.convention
"First since 2014 but already it's been number one in America, right?",closed.question
Yes.,respond.agree
My fans were the best.,give.opinion
As you know.,give.opinion
We've had them on here before.,recall
And they're the best.,give.opinion
"Here, they took it to number one and that does feel",open.question
"good, I'm not going to lie.",respond.agree
"But they did that, so...",give.opinion
"Listen, on this album there are collaborations with",give.statement
all sorts of people.,give.statement
"One of our favourites, Dolly Parton is on here.",give.statement
She's the best.,give.opinion
"We got one ""woo"".",relax.atmosphere
"Dolly Parton, now, she is connected to you via your mum, is that right?",closed.question
"Yeah, I met her once at the chiropractor when I was ten,",respond.agree
it's the only time I've met her.,give.statement
Sure she does have back problems.,relax.atmosphere
Anyway...,relax.atmosphere
LAUGHTER,use.social.convention
We didn't actually get to be in the,give.statement
"same room recording the song, but my mom wrote a song",give.statement
"that she recorded, like, a billion years ago.",give.statement
And we recorded it separately cos of technology on this album.,give.statement
"But it's a famous song, Old Flamea Can't Hold a",give.opinion
Candle to You.,give.statement
Old Flames Can't Hold a Candle to You.,give.statement
Your mum wrote that?,closed.question
Because your mum is credited with lots of the songs on here.,give.statement
"Yeah, we write a lot of songs together, which is kind of like",respond.agree
"weird and twisted, because we write songs about eating men.",give.opinion
Yeah.,relax.atmosphere
But also love songs.,give.statement
Yeah.,relax.atmosphere
"So your mum is around for the album, is she around for the tour?",closed.question
"Yeah, she comes with me most everywhere.",respond.agree
"She flew out this morning though, so she's not here.",give.statement
"Is that annoying, great?",closed.question
Super fucking annoying.,respond.agree
You're like bye...,relax.atmosphere
Can you imagine?,closed.question
It sounds awful.,respond.agree
"I mean, I love my mother, but, yeah...",relax.atmosphere
Me too.,relax.atmosphere
You know.,relax.atmosphere
Christmas is coming.,give.statement
That'll be fine.,give.opinion
"That was fantastic performance, thank you for",use.social.convention
"bringing all that, that glitter and stuff with you.",use.social.convention
Congratulations with the album.,use.social.convention
Thank you very much.,use.social.convention
"Right, that's nearly it, but before we go just time for",use.social.convention
a visit to the big red chair.,use.social.convention
OK.,give.statement
Who's in the big red chair?,open.question
"OK, hello.",use.social.convention
"Hi, what's your name? I'm Tutu.",use.social.convention
Tutu?,closed.question
OK.,respond.agree
"And where are you from, Tutu?",open.question
"Originally from Ethiopia, but I live in Reading at the moment.",respond.agree
"Now, can anyone hear Tutu?",closed.question
"Yes, I can hear you.",respond.agree
So it's working in one direction.,give.statement
Who did that?,closed.question
Who did that?,closed.question
LAUGHTER,use.social.convention
Wow.,relax.atmosphere
I just wanted to show her how to work it.,relax.atmosphere
"I can't, but this is going to be a trying red chair segment,",relax.atmosphere
ladies and gentlemen.,use.social.convention
"OK, OK, let's try one more.",use.social.convention
Hello.,use.social.convention
Hello-hello.,use.social.convention
What's your name?,open.question
My name's Darren.,respond.agree
"Darren, lovely.",use.social.convention
"Where are you from, Darren?",open.question
I'm from London and a run a gay travel company.,respond.agree
A gay travel company?,closed.question
Yes.,respond.agree
You should be booking.,give.opinion
"Yes, I, I...",respond.agree
I'll give you special service.,relax.atmosphere
I love my gay travels.,relax.atmosphere
Erm...,relax.atmosphere
The gay airport and the gay plane.,relax.atmosphere
LAUGHTER,use.social.convention
"What was your name, John, was it?",open.question
Darren.,respond.deny
"John's my boyfriend's name, how did you know that?",closed.question
Deep.,relax.atmosphere
"OK, Darren.",give.statement
Off you go with your story.,give.statement
"OK, so I used to be a journalist and my old boss was a bit lonely,",recall
"couldn't get any men in her life, so I thought for her birthday I'd",recall
"get her a special present, which was a vibrator.",recall
"I decided to give her the vibrator, she put it in her handbag",recall
and forgot that it was there.,recall
Next morning she had to get up for a meeting.,recall
"Where was the meeting, Buckingham Palace?",recall
Totally forgot she had the vibrator in her bag.,recall
Good story!,give.opinion
Gets to security and has to go through the metal,recall
detector and the airport security style scanner.,recall
Comes upon a screen showing this huge vibrator.,recall
"She suddenly realises, suddenly realises it's in there,",recall
"looks all sheepish, at the security man, who sees it, says to her...",recall
"We'll just let you through, but that's how she smuggled",recall
a vibrator into Buckingham Palace.,recall
"Good story, you can walk.",give.opinion
One more?,closed.question
"One more, one more.",respond.agree
"This is the last one, this is the last one.",give.statement
That was a good story.,give.opinion
OK.,give.statement
He's just being carried away.,give.opinion
Who is this?,open.question
Look who's back!,give.statement
Tutu two.,relax.atmosphere
Hi.,use.social.convention
"So now, before you were so rudely interrupted, you were telling",give.opinion
us a very conjugated where you were from story.,give.opinion
"No, I come from Ethiopia originally, but I came to this",respond.agree
country 20 years ago.,recall
OK.,give.statement
Where do you live?,open.question
I live in Reading.,respond.agree
"Reading, lovely.",use.social.convention
"And what do you do, Tutu?",open.question
I run my own cafe called Tutu's Ethiopian Table.,respond.agree
It's called that?,open.question
OK.,give.statement
"So, Tutu, off you go with your story.",give.statement
20 years ago I used to work at Thames Water with 40 people,recall
"on the team and I used to do data entry in the computer,",recall
people's details.,recall
"And I was stuck on what I'm doing and I asked my colleague, I said,",recall
"who's our team leader to ask, because I was having a problem.",recall
"So he told me, go and ask Ginger Minge.",recall
"So at that time I don't understand languages,",recall
"so I went straight to the person and I said, hello, Ginger Minge!",recall
Now I know what that means.,recall
"Yes, I'm sure you do!",respond.agree
"You can walk, Tutu, go on!",give.statement
Yeah!,relax.atmosphere
Very good.,relax.atmosphere
We would have missed that story.,give.statement
"Well done, everyone.",use.social.convention
"If you'd like to join us on the show and have a go in the red chair,",use.social.convention
you can contact us via our website at this address.,use.social.convention
That's it for tonight - please say thank you to my guests - Kesha...,use.social.convention
Mark Wahlberg...,use.social.convention
Mel Gibson...,use.social.convention
John Lithgow...,use.social.convention
Will Ferrell...,use.social.convention
And Shirley Ballas.,use.social.convention
"Join me next week with musical guest Pink, actor and writer Stephen Fry,",use.social.convention
"pop star Robbie Williams, actress Carey Mulligan and living",use.social.convention
legend Sir Elton John.,use.social.convention
I'll see you then!,use.social.convention
Goodnight.,use.social.convention
