U,L
including Andy Serkis.,give.statement
"It's like, everyone's like, you know...",give.statement
"It's just this kind of... When I first watched it,",give.statement
my inner child was so happy that this exists.,give.opinion
"Yeah, I think the reaction from people is going to be amazing.",give.opinion
"I mean, this movie will have such a life. Yeah, congratulations.",give.opinion
"Thank you. Yeah, seriously.",use.social.convention
CHEERING,use.social.convention
"Now, talking of game-changing things, Daniel,",give.statement
"we must mention your last movie, for which you are Oscar-nominated,",give.statement
Get Out. AUDIENCE: Whoo!,use.social.convention
"Yes, look at you clapping!",use.social.convention
How many times have you seen this film? I've seen it three times.,closed.question
You've seen it three times? Two times. I love it so much.,closed.question
"One of my West Wing, Brad... Bradley!",respond.agree
"Yeah, I just saw him in the picture. I was going to say.",give.statement
"I love that guy, man.",give.statement
Him and Catherine Keener are all... And Jordan Peele.,give.statement
I love all... They're all amazing. It's a great movie.,give.statement
"I have to say, I avoided watching it,",give.statement
because I thought it was going to be a proper horror.,give.statement
Because the poster made me think it was like Saw or something.,give.statement
"But it's so funny and great frights, it's brilliant.",give.opinion
"But because you were filming Black Panther,",give.statement
were you aware of how big the movie was getting?,closed.question
I kind of ignore things. I kind of pretend things are not happening.,respond.deny
But it came out on my birthday. It came out on my birthday,give.statement
"and I was out. My girl was there, who's in Atlanta.",give.statement
"And I was like, ""We've got to watch it, innit?""",recall
"And we went to the hood, in Atlanta.",recall
"Like, we wanted to go right to the heart of it.",give.statement
"Because Jordan really had people,",give.statement
"African-American black audiences, in mind when he wrote this.",give.statement
And we were just sitting there. I snuck in.,give.statement
"With my hat low, snuck in. And I was sitting there at the back,",recall
and then the reactions were just crazy.,recall
There's a bit when I'm trying to get out of the house,give.statement
"and this woman goes, ""Get the girlfriend, get the girlfriend!",recall
"""Get the girlfriend, man!"" Or they'd be like, ""He's stupid!""",recall
"It's funny, man. It was funny. It was good times, man.",give.opinion
"But, yeah, I was so...",relax.atmosphere
"Then I just went back to set, so I just ignored.",give.statement
I didn't know it was a thing until I came back here.,give.statement
"Yeah, but I like the story.",give.opinion
"Allison Williams, your co-star, she gave you a bit of a complex on set.",give.statement
She didn't. It was the make-up woman. Oh?,respond.deny
"She's cool, but... You're talking about the kissing, innit? Yes.",closed.question
"Yeah, so I was...",respond.agree
I was doing the kissing scene. I don't know if you guys...,give.statement
"No-one in England does this, yeah?",closed.question
"Doing a kissing scene and just before it, they would give me...",give.statement
A mint. A mint. Yeah.,give.statement
"I was like, ""Cool. Why are you giving me...?"" I didn't know.",recall
"I had my co-actor, suddenly before a scene like that,",recall
"they came up and gave a mint,",recall
"and I didn't know if I was going to take it as a, like, a nice thing",give.statement
"to do or is it just like,",give.statement
"""Oh, my God, he thinks my breath is horrendous.""",recall
Yeah! Have to have a little rinse!,relax.atmosphere
"I took it. I took it. I was like, ""Oh, yeah, cool.""",recall
"And we did another take, she gave me another mint. I was like...",recall
"""I fixed it!""",recall
"The first time, I fixed it. You're giving me it again,",relax.atmosphere
"have I got a problem? Like, have I got a chronic problem!",relax.atmosphere
"Every time she gave me it, I was like, ""What?""",relax.atmosphere
Then she didn't talk to me for the rest of the day,recall
"because I was like, ""Why are you giving me mints?"" But, you know...",relax.atmosphere
"So, in England, we don't do that? No. Really? It's just method.",closed.question
"It is what it is. Australia? Mints, no mints?",closed.question
"No, it was a thing that I discovered in America.",respond.deny
"I was like, ""Wow, everyone's considerate about...""",recall
I tell you what's worse than mints is someone...,give.opinion
"I'm not going to name names, because...",relax.atmosphere
But someone I had to kiss insisted that before we kiss...,recall
..either he or I had to put Neosporin on our lips.,recall
What's that? Really?,closed.question
We're in England!,relax.atmosphere
"Neosporin, like... Well, it's kind of... Is it like Vaseline?",closed.question
"..an ointment, an antibacterial ointment, to heal.",give.statement
It's something you put on. People put it around their noses,give.statement
"when they fly, so they don't get sick. It's like Vaseline, right?",closed.question
It's not Vaseline. It's got...? Is that Vicks? Vicks?,respond.deny
"Oh, is it like hand sanitiser? No!",respond.deny
Just Google it! Look it up. It's called Neosporin.,give.statement
And you have to put it...,give.statement
"On the lips, so you don't pass any germs or anything.",give.statement
It was really... Everyone's so germophobic in America.,give.statement
..creepy. I guess it's an American thing.,give.statement
"ALICIA: So, definitely no tongue, then? Yes.",relax.atmosphere
I didn't know that one time.,relax.atmosphere
Apparently it's bad etiquette to put your tongue in. I didn't know that.,relax.atmosphere
"Someone told me, yeah?",relax.atmosphere
"I was just doing it, because I thought, ""We're keeping it real.""",recall
Suddenly... They were like...,recall
"Someone was saying, apparently if you fancy them,",recall
"you put your tongue in. Yeah. That's what someone told me,",recall
"and I was like, ""Oh, shit, I've been sticking my tongue in.""",recall
"I think someone told me early on, thankfully.",respond.agree
"""Don't stress about it, but no tongue."" And I was like,",recall
"""Oh, got it."" I always say to other people.",recall
"""It's all cool, but no tongue.""",recall
But why wouldn't someone tell you that? Why wouldn't?,closed.question
"Well, someone should have told you that before you put the tongue in.",relax.atmosphere
"No, but this is, like, years later.",relax.atmosphere
I found this out after a random conversation.,give.statement
Someone said you're not supposed to put your tongue in.,recall
"I was like, ""What?""",recall
My life's a lie.,relax.atmosphere
"Actually, I have to say,",give.statement
and I think it's probably very good advice for actors.,give.opinion
"Because you got kissing tips from a great, Allison?",closed.question
"One of the greatest. Yes. One of the greatest,",respond.agree
"Meryl Streep, I had to kiss in a movie called The Hours.",give.statement
"And she was not happy with the way a certain scene was being lit,",recall
"and we had to kiss and she said, ""I'm going to do you a favour.",recall
"""You're going to thank me for it later.""",recall
Can I demonstrate on you? On me?,recall
"Yeah. Of course you can. Yes, please. No tongues!",relax.atmosphere
"Do you want a mint? Oh, yeah, I need a mint.",relax.atmosphere
"Or a pineapple. OK. All right, where's the best camera angle?",closed.question
"There's loads of them, loads of cameras. That one's probably...",relax.atmosphere
There we are. That's our camera? That's our camera right there.,closed.question
"OK, so, you know,",relax.atmosphere
"I have these nasal labial folds, they call them, these here.",give.statement
"And they look better when they're pulled back,",give.statement
"so she came in to kiss me, and she went like this.",recall
Hmm! AUDIENCE YELP,use.social.convention
I look fabulous!,relax.atmosphere
I look 15.,relax.atmosphere
Thank you so much. Oh!,use.social.convention
So that's what she did for me.,give.statement
"And it did, she pulled my face back and kissed me.",recall
You can go watch the movie. It's very funny to see that.,give.opinion
"I'll watch it again, and now I really want you to win the Oscar,",give.statement
because I kissed you!,give.statement
"Right, it's time for music.",give.statement
"And since leaving girl group Fifth Harmony,",use.social.convention
this woman's solo career has gone from strength to strength.,use.social.convention
"Here, performing one of the most popular songs of the year,",use.social.convention
"Havana, it's Camila Cabello!",use.social.convention
CHEERING,use.social.convention
# Havana Ooh na-na,misc
# Half of my heart is in Havana Ooh-na-na,misc
# He took me back to East Atlanta Na-na-na,misc
# Oh but my heart is in Havana,misc
# There's somethin' 'bout his manners,misc
# He didn't walk up with that how you doin',misc
# When he came in the room,misc
# He said there's a lot of girls I can do with,misc
# But I can't without you,misc
# I knew him forever in a minute,misc
# That summer night in June,misc
# And papa says he's got malo in him,misc
# He got me feelin' like,misc
# Ooh-ooh-ooh I knew it when I met him,misc
# I loved him when I left him,misc
# Got me feelin' like Ooh-ooh-ooh,misc
# And then I had to tell him,misc
# I had to go Oh na-na-na-na-na,misc
# Havana Ooh na-na,misc
# Half of my heart is in Havana Ooh-na-na,misc
# He took me back to East Atlanta Na-na-na,misc
# Oh but my heart is in Havana,misc
# My heart is in Havana,misc
# Havana Ooh na-na,misc
# I know I was there when I read the signs,misc
# Welcome to La Yuma,misc
# I know it was him when he hugged from behind,misc
# He gets me every time,misc
# He's put in work But it's in the streets,misc
# He said girl can you ride?,misc
# And this is the part that my daddy told me,misc
# He got me feelin' like,misc
# Ooh-ooh-ooh I knew it when I met him,misc
# I loved him when I left him,misc
# Got me feelin' like,misc
# Ooh-ooh-ooh And then I had to tell him,misc
# I had to go Oh na-na-na-na-na,misc
# Havana Ooh na-na,misc
# Half of my heart is in Havana Ooh-na-na,misc
# He took me back to East Atlanta Na-na-na,misc
# Oh no!,misc
# But my heart is in Havana My heart is in Havana,misc
# Take me back to my Havana Ooh na-na,misc
# Half of my heart is in Havana Ooh-na-na yeah,misc
# He took me back to East Atlanta Na-na-na,misc
# Oh but my heart is in Havana,misc
# My heart is in Havana,misc
# Havana Ooh na-na,misc
# Oh na-na-na Hey-ee!,misc
# Oh na-na-na Na-na-na-na,misc
# Oh na-na-na,misc
# Hey-ee-ee # Oh na-na-na,misc
# Havana Ooh na-na. #,misc
APPLAUSE,use.social.convention
Camila Cabello! Fantastic job!,use.social.convention
How are you? How great was that? Thank you! Congratulations.,use.social.convention
"That was so great. Come and say hello to everybody. Hi, everybody!",use.social.convention
"This is Daniel, Alicia, Allison, Margot.",use.social.convention
Thank you so much. So wonderful. Thank you so much. That was so good.,use.social.convention
Thank you. I love you.,use.social.convention
"Everyone loves that song. Oh, thank you.",use.social.convention
"We were very excited on the couch. Oh, wow! Oh, thanks, guys.",use.social.convention
It's hard not to stare at you. You don't need that now.,use.social.convention
"OK, got it. I'm so used to it. Do a mic drop, a mic drop.",use.social.convention
There you go! Was it good?,use.social.convention
Thank you. Killed it. So that's from the album Camila.,use.social.convention
"Whoo, thank you! You say my name right. Is that right?",give.statement
A lot of British people tend to say it another way. OK.,give.statement
"Camilla, but it's not. No, but it's Camila.",give.statement
I don't know why I had that example.,relax.atmosphere
"So, the album's called Camila, which is out now.",give.statement
"So, here's the thing, I hear that you are a fan of British television,",give.statement
which seems very unlikely. But you come here and you like...,give.opinion
You love it. Why are you booing?,relax.atmosphere
"All right, we all have to watch it, I understand that!",relax.atmosphere
"The woman likes it. Let her. No, I really like how they do the...",relax.atmosphere
"Erm, like ITV2 when they do the,",give.opinion
"ENGLISH ACCENT: ""Coming up next on ITV2!""",recall
I love that they're very excited about what's coming up next.,give.statement
"You just watch that bit? Yeah. Not the shows, just the thing.",closed.question
"No, just that, and I go to the next channel,",respond.agree
and I wait for it to come around again.,relax.atmosphere
"Yeah, but that's my favourite thing about British television, I think.",give.opinion
"Well, thank you for that ringing endorsement.",relax.atmosphere
"""That was The Graham Norton Show."" I loved that bit!",relax.atmosphere
"No! So, tell me this.",relax.atmosphere
"You're doing your first solo tour, which is a big, big deal. Yeah!",give.opinion
AUDIENCE WHOOP Yay!,use.social.convention
"No, I'm really excited.",respond.agree
Are you paying them? I know! My mom. Do they follow you?,closed.question
"Yeah, I'm really excited.",respond.agree
"It's my first time doing a tour by myself,",give.statement
and I feel like that's the best manifestation of songs.,give.statement
Where are you going on your tour?,closed.question
"I'm coming here in June, which is really exciting.",respond.agree
"You're kicking off in Glasgow, I believe? Yeah.",closed.question
"In at the deep end, OK. I know!",respond.agree
I'm excited.,relax.atmosphere
And I feel like by the end of it... Tough crowd!,give.statement
"..I'll have a good British accent, I think.",give.opinion
"Well, your ""coming up on ITV2"" is very good. It's good, right?",recall
"Yeah, that's excellent. It wants to hear it again?",closed.question
"Go on, then. AUDIENCE: No, no! OK.",respond.agree
"""Will Camila do the ITV2 accent again?",recall
"""We'll find out, coming up next on ITV2.""",recall
Very good. Thanks! Excellent.,relax.atmosphere
"Listen, thank you so much for that great performance",use.social.convention
"and good luck with the tour. Thank you. Camila, Camila?",use.social.convention
"Yes! I don't want to get it wrong now, after being so good.",give.statement
"No, you're killing it. Camila Cabello.",give.statement
Thank you so much for having me. Nice to meet you guys.,use.social.convention
That is nearly it for tonight.,use.social.convention
"Before we go, we've got time for a quick visit to the big red chair.",give.statement
"Who's there? Hello, sir! What's your name? I'm Steve.",use.social.convention
"Steve, lovely, and where are you from, Steve? From Surrey.",respond.agree
"What do you do in Surrey? I own a cafe. You own a cafe, lovely.",closed.question
Do you want to tell us what it's called? Ockham Bites in Cobham.,respond.agree
"OK, see, that's marketing right there!",closed.question
"We'll cut that out, but it was a nice thing for me to do, wasn't it?",respond.agree
"For a minute there, he thought it was going to be on BBC One,",relax.atmosphere
but it's not.,relax.atmosphere
"OK, off you go with your story, sir.",give.statement
"OK, many years ago, my father emigrated to the south of France",recall
"with his family and his pet parrot, Jasper.",recall
They stayed for about five years and then decided to come back to the UK.,recall
"My dad couldn't be bothered with all the pet passport things,",recall
"so he smuggled Jasper back in his car, in the boot of his car.",recall
"About five months down the line, the parrot got very ill,",recall
my dad had to take him to the vet and one of the questions of the vet,recall
"had was, ""Has Jasper ever been out of the UK?""",recall
"And my dad said, ""No, not at all.""",recall
"Anyway, the parrot had to stay overnight and in the morning,",recall
"my dad got a phone call saying everything's fine,",recall
you can come and collect Jasper.,recall
"My dad went to collect the parrot and after he paid her everything,",recall
"the vet said, ""Are you sure Jasper's never been out of the UK?""",recall
"My dad said, ""Yes, why?""",recall
"""Because I came down this morning and he said, 'Bonjour.'""",recall
That's not true. That's not true.,relax.atmosphere
That didn't happen. That didn't happen.,relax.atmosphere
"Can we squeeze in another one? OK, squeeze in one more. Here we go.",give.statement
"Hello! Hi. Hi. Who are you? I'm Laura. Laura, lovely.",use.social.convention
"And where are you from, Laura?",closed.question
"I'm from North Wales but I live in London. All right, what do you do?",respond.agree
"I'm an outreach worker. An outreach worker, OK.",respond.agree
Off you go with your story.,give.statement
"When I was a young, I used to sweat a lot, just under my arms.",recall
"So I used to wear panty liners to cover it up, which I think is",recall
a great idea. I should have gone on Dragons Den with it. Very smart.,recall
"But as I was walking to this bar one night,",recall
"I saw an ex across the room who I had dumped,",recall
"and he was there with a new girlfriend, and I walked up",recall
"to him, thinking, ""I best be polite, be the bigger person.""",recall
"So I went up, was chatting away, but I started to get really nervous,",recall
using my arms a lot and was flapping around.,recall
"And as I lifted my arms up and put them back down,",recall
"the panty liners flew out of my arms,",recall
swung around in the middle and landed right in front of us.,recall
"With the two of them just looking at them, and looking at me.",recall
"And looking at them, and I just had to walk off.",recall
"Oh, shall we let her walk? That's a yes! You can walk!",give.statement
I really wanted to be flipped.,relax.atmosphere
"Oh, you want to be flipped? OK, here we go.",relax.atmosphere
There you go.,relax.atmosphere
"Well done, everyone. If you'd like to join us on the show",use.social.convention
"and have a go on that red chair,",use.social.convention
you can contact us via our website at this very address.,use.social.convention
"That, sadly, is it for tonight.",use.social.convention
Please say thank you to all my guests. Camila Cabello!,use.social.convention
Daniel Kaluuya!,use.social.convention
Alicia Vikander!,use.social.convention
Allison Janney.,use.social.convention
And Margot Robbie!,use.social.convention
"We are taking a short break, but we'll be back on your TVs in April.",use.social.convention
Do join me next week for a look back at some of the highlights,use.social.convention
from this series.,use.social.convention
"I'll see you then. Goodnight, everybody. Bye-bye!",use.social.convention
